GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj,q,logFC
RP11-34E5.2,8.0009212825183,-0.44051396028884,0.369247357120104,-1.1930050460606398,0.23286739682306096,0.4692596161213061,0.33,-0.44
RP11-864N7.2,1193.89378171451,0.14449749624346694,0.121127266309299,1.19293946479806,0.232893081825788,0.469275858687257,0.33,0.14
CTD-2600O9.1,53.329186168891,-0.321029127149052,0.269157574757725,-1.1927181593831002,0.23297977126573,0.4694150124647241,0.33,-0.32
NSMCE4A,2082.81178003212,-0.113550618525375,0.0952299245273144,-1.19238379205903,0.23311079256446895,0.469584634912748,0.33,-0.11
ATF4P3,36.0142053805306,0.23387040107038895,0.19613939959098,1.19236829294926,0.233116867132754,0.469584634912748,0.33,0.23
CCDC151,25.981935215199105,0.241347663382664,0.202402707759845,1.19241321449626,0.23309926133332096,0.469584634912748,0.33,0.24
RP11-111K18.2,3.87806309992534,-0.448664557604776,0.37630789075237,-1.1922804932624198,0.233151280595688,0.469618427803979,0.33,-0.45
DHRS13,242.90586935186695,-0.15620093173565,0.131025800774171,-1.19213873002669,0.233206852907081,0.469659304553661,0.33,-0.16
MFNG,14.5276484062917,0.40365398854926093,0.33859587009917497,1.1921409095481,0.23320599844632894,0.469659304553661,0.33,0.4
SETSIP,73.86671267842979,-0.20899251178505,0.175329340016176,-1.19199964915038,0.23326138284002,0.46966317313208,0.33,-0.21
PHF7,256.040292558474,-0.136046093426306,0.11413589328282403,-1.19196590584515,0.233274614060314,0.46966317313208,0.33,-0.14
HNRNPDL,25403.786861073706,-0.0872220571822944,0.0731756982148608,-1.1919538769031002,0.233279330904821,0.46966317313208,0.33,-0.09
TMUB1,1160.32754742524,0.16584486916754598,0.13912734770156798,1.19203644651724,0.233246954686203,0.46966317313208,0.33,0.17
RP11-344P13.6,19.6911522143102,0.274436677591121,0.23026461835309806,1.1918317262719298,0.233327233006853,0.469672835043215,0.33,0.27
LYAR,1049.03481026376,-0.190932162147268,0.16019725672406,-1.19185662758351,0.233317467242342,0.469672835043215,0.33,-0.19
RPL23AP53,61.7592003315456,-0.2999835132838869,0.25170483918810604,-1.19180669808141,0.23333704882264106,0.469672835043215,0.33,-0.3
PIK3R5,26.788557238779802,-0.361998012694728,0.303891267277419,-1.19120900030426,0.233571547140154,0.470109306383985,0.33,-0.36
RNASEH1P2,1.21206367944527,-0.466751412677361,0.3918701320727129,-1.1910869813133798,0.23361944010276,0.4701701596504989,0.33,-0.47
GLMN,1297.86762046745,-0.136093409820062,0.114268437114672,-1.19099738524898,0.233654611363794,0.470205402628098,0.33,-0.14
DNAJB14,2495.52659706965,0.106914619040939,0.0897830166708811,1.19081116903052,0.233727723224934,0.470316985987538,0.33,0.11
AC098823.3,10.1089396819467,0.3941138563679621,0.33097754690754805,1.1907570771803702,0.23374896370427,0.470324182542878,0.33,0.39
RP11-269C4.2,2.9725233648605003,-0.469756033848002,0.39452267304524,-1.19069464429522,0.233773481194552,0.470337971156577,0.33,-0.47
ZNF263,1939.60788026264,-0.0763124543663423,0.0640961770399826,-1.19059291662183,0.233813433713218,0.470382809674963,0.33,-0.08
DHPS,1980.93308935307,0.081346236935963,0.0683394126754399,1.19032683705222,0.233917956665602,0.470554131686353,0.33,0.08
IDH3B,3325.3202107206207,0.0716846402267934,0.0602247111594035,1.19028616072658,0.233933938298364,0.470554131686353,0.33,0.07
RP11-449H15.2,1.74350346294444,-0.4493748253357371,0.377569749745534,-1.19017698223599,0.233976838096564,0.47060487166937,0.33,-0.45
MFSD4B,636.562325786997,0.114409528531598,0.0961324262110071,1.1901242176128302,0.233997573040138,0.470611026494956,0.33,0.11
CDC23,4694.00439913521,0.0739543323269625,0.0621425397575761,1.19007579373912,0.234016603342809,0.470613752311604,0.33,0.07
GAPDP2,1.75717307292729,-0.42578904975574894,0.357859035605739,-1.1898233868400905,0.234115815553541,0.4707777135358789,0.33,-0.43
UBE2D4,353.65506192918406,-0.0893813443069654,0.0751310395510799,-1.18967266846078,0.23417507181902,0.4708613096400261,0.33,-0.09
RP11-184I16.2,31.002031818035107,-0.264064721641109,0.22204366519111104,-1.18924681509752,0.234342557268906,0.4711009312025751,0.33,-0.26
CLHC1,240.021324714283,-0.138288494315892,0.116290549939241,-1.1891636456113202,0.234375277207522,0.4711009312025751,0.33,-0.14
RP11-38M8.1,23.719845806753,-0.3191895283515,0.26840755317016896,-1.18919726580547,0.23436205020385895,0.4711009312025751,0.33,-0.32
UBN2,2230.53409270284,-0.10326628864196,0.0868408058133702,-1.189144753722,0.234382709969222,0.4711009312025751,0.33,-0.1
RP11-20I23.2,44.12224307359429,-0.234223074823822,0.196958479526635,-1.1892002587893,0.234360872716716,0.4711009312025751,0.33,-0.23
PTPN23,3535.18390441543,0.112665640808916,0.0947557622347405,1.18901097043373,0.23443534999652504,0.471122587369832,0.33,0.11
SRF,3708.80498084462,-0.12576571013476898,0.10577991672811697,-1.18893750368532,0.23446426069397,0.471122587369832,0.33,-0.13
GAS1,1376.7141136258201,0.211643959283128,0.17800557724055802,1.18897375331735,0.234449995392266,0.471122587369832,0.33,0.21
RNMTL1,484.921203237392,0.127574130350715,0.107295238930863,1.1890008505682,0.234439332224661,0.471122587369832,0.33,0.13
RP11-7O11.3,2.8310495362134804,-0.470089984796838,0.3955368048197821,-1.18848607529968,0.234641962613575,0.4714394682648781,0.33,-0.47
IMMT,6610.80578729453,0.0921855815717999,0.0775758099515573,1.18832896014061,0.234703832369675,0.4714394682648781,0.33,0.09
SCN7A,3.0381152453181297,-0.468963023823274,0.394628582790428,-1.18836557784848,0.234689411795104,0.4714394682648781,0.33,-0.47
C9orf37,426.733635697597,-0.103317841379883,0.0869450424505769,-1.1883120471027702,0.23471049317656495,0.4714394682648781,0.33,-0.1
TMEM5,618.75196723277,-0.0998470230078164,0.0840215690177915,-1.18834989842517,0.234695586498361,0.4714394682648781,0.33,-0.1
RP11-216L13.8,50.6249095515979,-0.215967046170997,0.181758000000456,-1.18821205212676,0.23474987660946695,0.471483006306379,0.33,-0.22
DDB2,2756.08932267011,0.105548730110913,0.08885030583005801,1.18793884978622,0.234857502335086,0.471663588563433,0.33,0.11
NDUFB8P2,10.9492358986062,-0.350761440499472,0.29530194730798104,-1.18780605308251,0.23490982907827895,0.4717330951835179,0.33,-0.35
RP11-82K18.2,4.24574792572068,-0.442263143908846,0.3724840770305311,-1.18733436187286,0.235095759347537,0.4720563539751551,0.33,-0.44
CTD-2303H24.2,3.43456524369758,-0.464623338127952,0.39132511934819497,-1.18730772740029,0.235106261175713,0.4720563539751551,0.33,-0.46
RP11-396K3.1,2577.26633569788,0.120633735693979,0.101619919048138,1.18710718158351,0.235185345969133,0.472105145438846,0.33,0.12
SPCS2,3068.7000612203196,0.102708852178041,0.0865140656346754,1.18719252672451,0.23515168800254,0.472105145438846,0.33,0.1
ING1,877.792406912802,-0.145452783442912,0.122531309601883,-1.18706626017059,0.23520148554969894,0.472105145438846,0.33,-0.15
CTB-25B13.9,1.82989676203437,0.460503945947725,0.3879097630331769,1.18714193307978,0.23517164044573494,0.472105145438846,0.33,0.46
QRFPR,1.7699740598264098,-0.455919459240676,0.384151265486174,-1.1868227445864898,0.235297545354422,0.472230177672935,0.33,-0.46
RN7SL23P,3.3710160876686697,0.458320908870922,0.386190724427228,1.1867734771483,0.23531698330070205,0.472230177672935,0.33,0.46
CTD-2011F17.2,2.0377972610337403,0.4693407059472371,0.395466303508116,1.1868032795305,0.235305224950427,0.472230177672935,0.33,0.47
RP11-316M1.3,3.87031775477862,-0.438324756819658,0.3693713195132911,-1.18667783247823,0.235354722137901,0.472270316651123,0.33,-0.44
PDF,9.436472852201561,-0.4060247993454551,0.34221889044115106,-1.18644765291025,0.235445562419006,0.472416996606515,0.33,-0.41
VGLL4,3394.71600823836,0.10424855930467697,0.0878723717952883,1.1863633264337,0.23547884804146105,0.472448180841831,0.33,0.1
RP11-753H16.5,1.86492349157142,0.468777547322572,0.3951782177846741,1.18624338646621,0.23552619687419696,0.4725075736868879,0.33,0.47
FAM133B,981.532128059941,-0.116786699816922,0.098463032787106,-1.18609691892626,0.235584027162976,0.4725879836692079,0.33,-0.12
PPFIA4,31.4242112068783,-0.31756237627156203,0.26774935028037,-1.18604349903756,0.235605121624127,0.472594694015671,0.33,-0.32
CTGLF8P,15.119326817289501,-0.446990427261846,0.376976639618721,-1.18572447277884,0.235731126631875,0.472696909198309,0.33,-0.45
PSPC1,5439.35672015031,-0.144762824713825,0.122091656123547,-1.18568974580324,0.235744845536106,0.472696909198309,0.33,-0.14
AC011933.2,33.7899081484547,-0.253147333935838,0.213493677411246,-1.18573691270589,0.235726212371629,0.472696909198309,0.33,-0.25
CEACAM19,149.291927359511,-0.19232203157407105,0.162195601963594,-1.18574134714972,0.235724460609507,0.472696909198309,0.33,-0.19
APOBEC3C,5285.94155068873,0.14904546138425,0.125685138199384,1.18586384611208,0.23567607282924105,0.472696909198309,0.33,0.15
AC068831.6,10.7311072320125,-0.371878191104831,0.31366049785711503,-1.1856073482171,0.235777398992524,0.472726583251125,0.33,-0.37
PARD3,4711.43312940541,0.109757932783987,0.0925972593560955,1.18532593240042,0.23588860411223,0.472842729284969,0.33,0.11
RP11-127I20.8,8.57163549135998,0.356148840736504,0.300443159772844,1.1854117131698998,0.23585470279486606,0.472842729284969,0.33,0.36
NPIPB11,59.90922753110821,-0.219507607142529,0.185181103687969,-1.18536720416355,0.235872292716817,0.472842729284969,0.33,-0.22
LTBP4,1177.72488036528,-0.182919070755595,0.154333059011677,-1.1852228675241498,0.235929340820233,0.4728887856578979,0.33,-0.18
PTTG4P,3.0133870515230603,0.4687276711556239,0.395507274130449,1.18513034225769,0.23596591595433206,0.47292649440723,0.33,0.47
AAMDC,152.020691522453,0.13519286901484698,0.114082546387064,1.18504427974599,0.23599993996911806,0.472959084872628,0.33,0.14
RP11-1012E15.2,1.60558621462401,0.46390916268996,0.391490033118731,1.18498332893514,0.236024038405275,0.47297178043041,0.33,0.46
RP11-14N7.2,3.1946113001957204,0.4534122632749961,0.38266918062181693,1.18486746839196,0.236069851584296,0.473027985271182,0.33,0.45
ZER1,3093.65372441247,0.114548425140759,0.0966810990899182,1.18480681559302,0.23609383721437305,0.473040447713891,0.33,0.11
DMPK,1106.77687665181,-0.107642465786306,0.0908610597318487,-1.18469304786872,0.236138832211602,0.473094999734094,0.33,-0.11
PPP6R2,3325.0017350396697,0.0839515328489049,0.0708746652400819,1.18450694002612,0.236212450713582,0.4732068853133579,0.32,0.08
CRIM1,8994.20977363494,0.232453951972263,0.19627050022349304,1.18435501874998,0.236272558100342,0.473216359893304,0.32,0.23
CTD-2384B11.2,2.78955321245414,-0.4591384755295321,0.387642612518972,-1.1844375739446298,0.236239893940425,0.473216359893304,0.32,-0.46
RP11-10A14.4,11.7484754119638,0.4684464577437121,0.39551211257627705,1.18440483324861,0.236252847889434,0.473216359893304,0.32,0.47
GGTA1P,2.65629206221868,0.4674060270899539,0.39467517104596295,1.1842802927056202,0.23630212729731695,0.473216359893304,0.32,0.47
NCRNA00316,1.90064787983821,-0.45924541056131,0.387787630456768,-1.18427039568119,0.23630604375953496,0.473216359893304,0.32,-0.46
RP11-191L17.1,7.93141061985398,0.391849315450048,0.330903602028102,1.18417966153409,0.2363419513231389,0.473225442200649,0.32,0.39
TTC8,1010.25216311896,0.0911511963604349,0.0769748131331137,1.18416911519883,0.23634612523038506,0.473225442200649,0.32,0.09
ZNF182,623.7397268918879,0.0836401526094801,0.0706391738946787,1.18404771740657,0.236394174405577,0.473274428134545,0.32,0.08
RP11-402P6.15,1.63051140323208,-0.455639576095601,0.38482503919479294,-1.18401748765875,0.23640614039620805,0.473274428134545,0.32,-0.46
CTD-2540F13.2,8.81396041586979,0.39255331027881,0.331558714924714,1.1839631793962802,0.23642763858031104,0.473281881425408,0.32,0.39
RP11-161M6.6,9.44038958818213,0.3357226828043761,0.283615628888513,1.18372419785211,0.23652225698753696,0.473435694974452,0.32,0.34
RP11-366O20.4,62.8048888368626,-0.216684199512502,0.183154618248192,-1.1830670806175,0.23678256314759,0.473888456801104,0.32,-0.22
EFNB3,1448.4180688544598,0.13880193112139302,0.117324175976878,1.18306333682453,0.236784046769394,0.473888456801104,0.32,0.14
AC007272.2,36.7756632721989,0.225716162877433,0.190837218907767,1.18276803743679,0.236901091198984,0.474051439520828,0.32,0.23
EGR3,16.1449395532929,-0.39092460015042896,0.33051255461779,-1.1827829069988,0.23689519654377,0.474051439520828,0.32,-0.39
RNU4-47P,3.07606886102609,-0.462692084204637,0.3912100236054721,-1.1827204219881,0.236919967815823,0.47405358556129,0.32,-0.46
MPZ,40.5695666433152,0.245053982937122,0.207226189485537,1.18254349773789,0.236990116787508,0.474158314516394,0.32,0.25
C20orf144,16.5253705613301,-0.345120976184027,0.291881195365981,-1.18240222961705,0.23704613894387805,0.474234765611218,0.32,-0.35
CTC-480C2.1,2.4224030904264904,0.266902501353465,0.225789572808582,1.18208515138003,0.237171915519684,0.47444485015027,0.32,0.27
PATL2,13.931055547573301,0.38063481552435496,0.322013084477821,1.1820476678505,0.237186787363864,0.47444485015027,0.32,0.38
ANKRD23,18.210732648028106,-0.287086234823598,0.242962160772724,-1.18160883122928,0.237360947783676,0.474685449356057,0.32,-0.29
PMS2,1263.07306381905,0.07970670180265099,0.0674688446664996,1.1813853074947902,0.237449692029344,0.474685449356057,0.32,0.08
MTURN,935.166885564749,0.16416011834195698,0.13893528650128198,1.18155813743143,0.237381072373766,0.474685449356057,0.32,0.16
SPDYE2B,3.7567865678376697,0.453246656734765,0.3836483743755779,1.18141164411934,0.237439234544166,0.474685449356057,0.32,0.45
RP11-484D2.4,13.4160219966377,-0.39213705018881,0.33186135898307,-1.18162913389629,0.237352888302417,0.474685449356057,0.32,-0.39
MEIOB,4.05333117731018,0.46141046433645,0.3905445182633249,1.18145420754656,0.23742233456926504,0.474685449356057,0.32,0.46
FXR2,2437.61354443832,-0.0940190004395095,0.0795722763588542,-1.18155474169802,0.237382420466226,0.474685449356057,0.32,-0.09
PIN4,1410.71813733371,0.155794813960676,0.13186570132709402,1.18146578217657,0.237417738964218,0.474685449356057,0.32,0.16
RP3-342P20.2,5.79301861788819,-0.41697577501170896,0.35299598495122203,-1.18124792572167,0.237504247494244,0.474758865899529,0.32,-0.42
TRA2B,12434.1133835828,-0.112939931769005,0.0956296738707006,-1.1810134574097702,0.237597377296314,0.474863884428734,0.32,-0.11
TRPM3,13.1438543386545,-0.455511320686087,0.385693685412657,-1.18101835190465,0.237595432960484,0.474863884428734,0.32,-0.46
SETD3,3660.1133579854704,0.0662916663981977,0.0561327140596274,1.18098095751755,0.237610288148577,0.474863884428734,0.32,0.07
C1QTNF12,31.710576415654998,0.277877473975262,0.235318062425327,1.1808590939058898,0.237658703893842,0.474924996238174,0.32,0.28
GHDC,457.52912134552,-0.189721542151688,0.16067565215392302,-1.18077343771999,0.237692738797149,0.4749573630928989,0.32,-0.19
HACE1,2021.2174700711896,-0.0850312215749256,0.0720312747135198,-1.18047642379104,0.23781078192781,0.475157577638441,0.32,-0.09
AC092534.1,2.7327298973254703,0.462775148363141,0.3920957268111479,1.1802606269821398,0.237896572660124,0.4752933251030589,0.32,0.46
AC006116.17,2.84703594837998,0.450052130474396,0.38136699033926,1.18010247838712,0.23795945903125096,0.475350578693863,0.32,0.45
ZNF663P,17.3025603339259,-0.31388900647842305,0.265985369596286,-1.1800987661646398,0.23796093530423296,0.475350578693863,0.32,-0.31
ONECUT1,1.26722063379202,0.362644994598058,0.307380345434977,1.17979239721679,0.238082794098284,0.475558325255882,0.32,0.36
TRMO,465.403546907529,-0.116660916588035,0.09889240698794903,-1.1796751655792,0.23812943484425306,0.475615807678575,0.32,-0.12
RGS1,1.29834108229597,0.420656617092221,0.356723478226814,1.1792232436822,0.23830929287258495,0.475912582609611,0.32,0.42
CTD-2246P4.1,1.27914603725451,-0.363669514323921,0.308400453747799,-1.17921199500348,0.238313770898142,0.475912582609611,0.32,-0.36
SNED1,41.8200611319215,-0.250987860159035,0.212859180858972,-1.1791263085115602,0.23834788408073496,0.47594500986453,0.32,-0.25
SCRN1,10870.2185704021,0.0813090589055496,0.0689655854858094,1.17898018747742,0.23840606518576304,0.476025488686623,0.32,0.08
WWOX,760.0453076658839,-0.102820643229188,0.0872238915697299,-1.17881283876206,0.238472710844196,0.476122855349247,0.32,-0.1
SLC9A7,2270.93711793687,-0.0998979730954958,0.0847499024192032,-1.17873850286417,0.238502318903245,0.47614626551082,0.32,-0.1
KBTBD4,314.076506847607,0.10490798979268,0.0890091881872834,1.17861977992591,0.238549611743584,0.476204975429949,0.32,0.1
TANC1,7116.46482050273,-0.130897703269125,0.111064905473314,-1.17856943839543,0.23856966710285,0.476209307765237,0.32,-0.13
PRICKLE1,2422.6030612880104,-0.193766164969654,0.16446153190026802,-1.17818533447175,0.238722727893634,0.476443396514197,0.32,-0.19
RP11-404P21.5,2.31958464956773,-0.465065523606646,0.394715843473306,-1.17822867081873,0.23870545541366295,0.476443396514197,0.32,-0.47
DPM2,1909.6554159218601,0.0628593455078651,0.0533570651227663,1.17808851298765,0.23876132102261,0.476484704957879,0.32,0.06
RP11-352G18.2,15.120380571708699,-0.295093870784177,0.250559025013404,-1.1777419343342,0.238899503664102,0.476724738406685,0.32,-0.3
RP11-462L8.1,6.193828352631988,0.442862066330718,0.37615144651092297,1.1773504274371,0.23905566728010505,0.477000614283579,0.32,0.44
TGM1,387.127930077554,0.223330729586254,0.18971815353701504,1.17717111105386,0.239127216738635,0.477071877182894,0.32,0.22
NOMO2,894.5023466499948,0.208288237340573,0.17693882636572,1.1771765508948102,0.239125045952542,0.477071877182894,0.32,0.21
CCR10,4.42773462493374,0.44370954709008,0.376949048993257,1.1771074851498502,0.23915260789317705,0.477086786376244,0.32,0.44
MIR4322,2.02252717291333,-0.461653037127741,0.392282972317782,-1.1768367981921002,0.239260652044607,0.477266565878012,0.32,-0.46
CTC-260E6.11,8.35557902840109,-0.423099156580924,0.35954275997241897,-1.17677006377038,0.239287294243344,0.4772839535937721,0.32,-0.42
C12orf76,490.842918527069,0.103589486543981,0.0880383720591269,1.17664018678594,0.23933915067137804,0.47735162739896,0.32,0.1
GPD1,11.3785530358426,-0.350102396470276,0.297622412252752,-1.17633075352187,0.239462731084434,0.477562330750816,0.32,-0.35
SFPQ,27930.824731382596,-0.109961441639616,0.0934856080724621,-1.1762392512266,0.23949928358142306,0.477597145656708,0.32,-0.11
COL10A1,5.42206422195448,-0.416385419117461,0.3540098556799761,-1.1761972511123302,0.239516062718922,0.477597145656708,0.32,-0.42
NAE1,6088.5229548690795,-0.14753842998328398,0.125462593325126,-1.1759555264488302,0.239612648364768,0.477718186099611,0.32,-0.15
APOBEC3F,805.873219907545,0.161744030884798,0.13754219062615694,1.1759593921578702,0.239611103531803,0.477718186099611,0.32,0.16
MAPKAPK2,4363.83867425716,-0.0910234672575049,0.0774132125987851,-1.17581307120347,0.239669581902812,0.477733707930979,0.32,-0.09
AC009404.5,1.56732412575598,-0.461856262646702,0.39279277108358895,-1.17582678869723,0.239664099166364,0.477733707930979,0.32,-0.46
PTH1R,502.507502234236,0.4118460742666911,0.350278285684378,1.1757682137276102,0.23968751157653895,0.477733707930979,0.32,0.41
FANCI,6242.29220082667,-0.142964493793236,0.121593626478143,-1.17575647617463,0.23969220326935894,0.477733707930979,0.32,-0.14
RPA2,3461.22600902575,-0.101289347883249,0.0861528983727586,-1.1756928646207498,0.239717630979143,0.47774497851597,0.32,-0.1
C1orf147,7.914373119229469,0.4332409942966179,0.3685130885301671,1.17564615146947,0.239736305031548,0.47774497851597,0.32,0.43
DNAJA1,12383.3140315764,0.10325537816297503,0.0878314936175142,1.17560767681611,0.239751686431698,0.47774497851597,0.32,0.1
AC027612.1,43.1679504405799,0.224785881016608,0.191230244888914,1.17547243192198,0.23980576016807395,0.477781215970903,0.32,0.22
C17orf50,3.1013613046929995,0.4643865327900271,0.3950525463532391,1.17550573227996,0.239792445190922,0.477781215970903,0.32,0.46
CTD-2026K11.5,2.00654654170212,-0.451152940257819,0.383859281453624,-1.17530814560316,0.239871456837755,0.47787025193691,0.32,-0.45
RP11-16K12.1,9.42713418621113,0.38169044056916,0.324801898140589,1.17514842971745,0.23993533799289604,0.47787025193691,0.32,0.38
RP11-517C16.2,14.094942362900099,0.3648709604841121,0.310480259800222,1.17518247607396,0.239921719552996,0.47787025193691,0.32,0.36
FBXO31,813.2606938514999,-0.134919867781275,0.114812100266087,-1.17513630940107,0.239940186214397,0.47787025193691,0.32,-0.13
AC000068.10,2.42950274685268,0.464355033832295,0.3951158460523101,1.17523768907719,0.239899635676552,0.47787025193691,0.32,0.46
NAGPA,588.770011039476,-0.13237194216535902,0.112663742401464,-1.17492939027063,0.24002296614034,0.477999363982998,0.32,-0.13
PODN,2.22982742836596,-0.4638710271404821,0.39494002702174896,-1.1745353608205902,0.240180656951676,0.478170343352424,0.32,-0.46
LIMS1-AS1,2.96043233461389,-0.4593879200308321,0.39111557698785904,-1.17455797482874,0.24017160483828895,0.478170343352424,0.32,-0.46
RP11-405L18.2,3.22822248596778,-0.455992503969804,0.388200087981269,-1.17463266518323,0.240141708903074,0.478170343352424,0.32,-0.46
NPIPB9,10.072414068056698,0.399023623780883,0.3397264108539461,1.17454401845852,0.24017719137573496,0.478170343352424,0.32,0.4
FAM72B,270.160838158665,0.176187646866358,0.15003523467591698,1.17430846991996,0.24027149193756,0.4781724153023,0.32,0.18
SNORA75,14.724239561617901,0.343169673074945,0.292189377626336,1.17447689530249,0.240204061104347,0.4781724153023,0.32,0.34
MINDY4B,2.60202630402607,0.4646615726703521,0.395670784787295,1.1743641192011298,0.240249210700391,0.4781724153023,0.32,0.46
SMARCA5,13366.625693368798,-0.0691131784693728,0.0588533574592028,-1.1743285592038202,0.240263448285695,0.4781724153023,0.32,-0.07
RP11-535M15.1,34.6485033900673,0.235366069530646,0.200428830008132,1.1743124455753,0.240269900089374,0.4781724153023,0.32,0.24
CCDC126,848.686915662493,-0.125784468030878,0.107122798568339,-1.1742081957523998,0.240311644065607,0.478216125251265,0.32,-0.13
CYLD,921.95014475151,0.115359458126191,0.098248171793358,1.17416391593345,0.240329376248298,0.478216125251265,0.32,0.12
RP11-22B23.3,1093.12079808976,-0.15159626697235598,0.129140785214622,-1.17388373255138,0.24044159914059,0.478403677979177,0.32,-0.15
IQGAP2,23213.7762789814,-0.155459236312384,0.132474303545664,-1.17350483944078,0.24059341732449105,0.4785269537373499,0.32,-0.16
RP11-9E13.4,1.88940104905164,-0.4579267090767871,0.390211061560434,-1.17353595063544,0.24058094887641104,0.4785269537373499,0.32,-0.46
RPS6P16,3.50264415025465,-0.414615401011045,0.353285470875569,-1.1735987896232398,0.240555766254069,0.4785269537373499,0.32,-0.41
MIR331,3.90868135307724,-0.441346233418734,0.376067045079436,-1.17358391061761,0.24056172882361496,0.4785269537373499,0.32,-0.44
ZNF583,229.98659592492803,-0.105978668178976,0.09029858765393302,-1.17364701854625,0.240536439851101,0.4785269537373499,0.32,-0.11
RP4-673D20.1,1.3531020964708105,0.425204413337133,0.362387001131493,1.17334344777683,0.240658105643442,0.4786198626278979,0.32,0.43
CTD-2313N18.5,13.88260278953,-0.288047148704594,0.24550568948083806,-1.17328095048924,0.240683158830477,0.478633937338134,0.32,-0.29
FMO1,7.3913776303224,0.39590221427735095,0.33746529356973604,1.17316423887465,0.24072994974634696,0.4786705550711301,0.32,0.4
CCBL1,337.098285318069,-0.156261218919112,0.13319851655936998,-1.17314533941873,0.2407375273401,0.4786705550711301,0.32,-0.16
U47924.29,2.37533988173923,-0.463765353658411,0.395334843387317,-1.17309506464132,0.24075768544934306,0.478674890440129,0.32,-0.46
RP11-1023L17.2,5.7833258628227115,-0.449988438014979,0.383613529306376,-1.17302546348826,0.240785594599287,0.47869463464501,0.32,-0.45
SLC26A6,1550.3421615201,0.110051893069622,0.0938335090561094,1.17284213471986,0.240859117937974,0.478805052577011,0.32,0.11
CXXC5,2182.93788317827,-0.161003451041595,0.137299254333899,-1.17264621590769,0.240937707944455,0.478925525325051,0.32,-0.16
FIGF,2.80809595165219,-0.459578421406211,0.391999065577785,-1.1723967268361202,0.241037813027116,0.47908874362944,0.32,-0.46
RP11-465N4.4,74.9114524987892,0.164762503685094,0.14055209771274,1.17225218524903,0.24109582234197105,0.479168273917841,0.32,0.16
RP11-93O14.2,10.1511432580705,0.41581301866181897,0.354798365916602,1.17196993731239,0.241209126103953,0.479357679627098,0.32,0.42
PCDH7,5545.408513394039,-0.148933208455683,0.12708909418849,-1.17188032070475,0.24124510904799104,0.479374856802427,0.32,-0.15
RANGRF,55.8624780427291,0.171685059259587,0.1465066175933,1.17185873293575,0.241253777553989,0.479374856802427,0.32,0.17
RP11-498C9.15,45.892209342315795,0.349029489408289,0.29790717244938103,1.17160485442019,0.24135573819002695,0.479541667416437,0.32,0.35
AF011889.2,18.222494974600803,-0.391679848883216,0.334338296359767,-1.17150758123666,0.241394812296417,0.479583515311476,0.32,-0.39
ZNF542,900.2466828874001,-0.107862077751604,0.0920909752007862,-1.17125567968448,0.24149602047113694,0.47971299918416,0.32,-0.11
SLC35E4,62.813374313803386,-0.21298883383058895,0.181844138738948,-1.17127137177818,0.241489714881252,0.47971299918416,0.32,-0.21
ORC3,2938.37306623787,-0.0849078125822008,0.0724986039284242,-1.1711647946494,0.241532543292016,0.479749757381069,0.32,-0.08
SSNA1,1278.4554511472302,0.132737186846008,0.113343318030002,1.17110729730775,0.24155565103008705,0.479759866054536,0.32,0.13
KB-1732A1.1,10.9581111582529,0.416366776421628,0.35556463799085497,1.17100164621077,0.24159811544745,0.479808415149087,0.32,0.42
AXDND1,15.377802324049304,-0.372391859512204,0.31806972054675003,-1.17078689185527,0.24168444800575506,0.479944071643886,0.32,-0.37
RP13-766D20.2,15.574970792328902,-0.324478420933888,0.27720729604571803,-1.1705262652263502,0.241789250657929,0.480091589420744,0.32,-0.32
EIF6,2380.4283697178307,0.121759893080762,0.104022721011225,1.1705124793613302,0.24179479509247306,0.480091589420744,0.32,0.12
SPDYE2,20.966368588347798,-0.414970431750397,0.354534860163765,-1.17046439822227,0.24181413318846,0.480094184645136,0.32,-0.41
RNU5B-2P,4.06086031909092,0.44627983359911705,0.381371751084985,1.17019635651951,0.241921958736808,0.480165044601286,0.32,0.45
RP11-150O12.1,230.18255312701302,-0.24516748723738604,0.20950074786934,-1.17024635821486,0.241901841911465,0.480165044601286,0.32,-0.25
RP11-770G2.4,6.85185189601213,0.418677757207682,0.35777294904521995,1.1702331278119198,0.241907164690564,0.480165044601286,0.32,0.42
CTD-2020K17.1,3.1368927593063303,-0.44864375038090093,0.383388017612466,-1.17020806538194,0.24191724788817895,0.480165044601286,0.32,-0.45
RP5-1139B12.4,22.0324077751124,-0.326697713482729,0.279198058858636,-1.17012888563148,0.24194910568362504,0.480183131181588,0.32,-0.33
ATRX,7456.095460016859,0.101740710549707,0.0869530339671521,1.17006510190479,0.241974771069995,0.480198274913146,0.32,0.1
CYP2C9,17.301507466261,0.423613013640274,0.362059209020318,1.1700103272791,0.24199681289031505,0.480206225966428,0.32,0.42
HSD11B1L,225.781931256004,-0.114439764100763,0.0978230980147341,-1.16986444329872,0.242055524856294,0.480286936792883,0.32,-0.11
PTPN11,9077.90977009141,0.0549766420664754,0.0469961593159886,1.16981138175204,0.242076882309492,0.480293522233424,0.32,0.05
KIAA1671,2357.6472853011,-0.137386857973803,0.117450405096183,-1.1697435854843798,0.24210417246712496,0.480311876619452,0.32,-0.14
ZNF410,25.7689129335516,0.247409791180468,0.211520641523498,1.1696720915674,0.24213295339101,0.4803331855900039,0.32,0.25
