,Human_ABCD1_1,Human_ABCD1_2,Human_ABCD1_3,Human_NT_1,Human_NT_2,Human_NT_3
RP11-575L7.2,0.0,2.434,0.92,0.0,0.0,1.735
RP11-575L7.4,11.046,9.735,4.6,12.724,1.988,11.277
KIF27,109.54,172.79,113.148,146.326,196.822,169.149
C9orf64,302.845,268.919,330.246,122.999,127.239,155.27
HNRNPK,8055.299,8527.537,8434.621,8340.581,8323.205,8773.187
RP11-575L7.8,12.887,2.434,0.0,6.362,5.964,6.072
RMI1,20.251,14.602,22.998,12.724,19.881,26.89
NTRK2,0.0,0.0,0.0,0.0,0.0,1.735
AGTPBP1,752.969,860.298,818.717,642.562,622.277,652.307
RP11-213G2.1,0.0,0.0,0.0,0.0,0.994,1.735
RP11-213G2.3,98.494,86.395,102.11,86.947,62.625,63.322
RP11-213G2.4,0.0,0.0,1.84,0.0,0.0,0.0
RP11-213G2.5,0.0,0.0,0.92,0.0,0.0,0.0
NAA35,509.957,483.081,509.628,521.684,556.67,563.83
GOLM1,4265.599,4675.057,4651.966,2833.21,2782.354,3013.452
C9orf153,2.762,1.217,5.519,1.06,0.0,0.0
ISCA1,385.69,377.217,375.322,328.703,304.18,320.949
ZCCHC6,1171.797,1198.577,1175.64,905.525,973.178,989.738
RP11-229M1.2,0.0,2.434,0.0,0.0,0.0,0.0
RNU2-36P,0.0,0.0,0.92,0.0,0.0,0.0
CDC20P,0.921,2.434,6.439,18.026,28.828,19.083
DAPK1,4250.871,4266.202,4658.405,2787.616,2774.402,2873.796
RP11-40C6.2,31.297,21.903,23.918,9.543,31.81,22.553
RP11-40C6.3,7.364,10.951,10.119,5.302,14.911,6.939
CTSL,4457.063,4625.167,4574.694,2580.851,2576.585,2572.797
XXyac-YM21GA2.4,0.0,0.0,1.84,0.0,0.0,0.0
SPATA31E1,0.0,0.0,0.0,4.241,0.0,0.0
RP11-350E12.5,0.0,4.867,7.359,4.241,3.976,0.0
CDK20,12.887,19.469,16.558,29.689,19.881,16.481
RPS10P3,63.515,64.492,60.714,43.474,63.619,62.455
RP11-345K9.3,0.0,1.217,0.0,1.06,0.994,0.0
SPIN1,1314.475,1417.606,1429.534,1537.483,1666.033,1631.636
RP11-317B17.4,24.854,18.252,32.197,14.845,20.875,23.421
RP11-317B17.2,14.728,15.819,19.318,12.724,17.893,7.807
RP11-317B17.3,3.682,0.0,3.68,4.241,0.0,0.0
C9orf47,20.251,19.469,26.677,36.051,34.792,25.155
S1PR3,94.812,69.359,54.274,167.533,209.745,179.558
SHC3,231.966,174.007,181.222,117.697,129.227,108.429
RP11-82L18.2,29.456,26.77,24.837,13.784,20.875,11.277
CKS2,276.15,332.194,278.732,605.45,573.569,555.155
MIR3153,0.921,0.0,5.519,3.181,1.988,0.867
SECISBP2,1371.546,1452.894,1407.457,1032.764,1031.827,1060.867
SEMA4D,154.644,109.515,177.542,187.679,196.822,176.088
RP13-93L13.2,2.762,0.0,3.68,1.06,3.976,3.47
RP13-93L13.1,3.682,0.0,1.84,0.0,0.0,0.0
GADD45G,5.523,7.301,7.359,2.121,7.952,8.674
RP11-305L7.6,0.0,2.434,0.0,0.0,0.0,0.0
RP11-305L7.3,0.0,0.0,0.0,0.0,0.994,0.0
C9orf73,0.0,0.0,0.0,2.121,1.988,0.0
RP11-305L7.7,3.682,2.434,3.68,6.362,3.976,8.674
AUH,122.427,178.874,129.707,209.946,199.805,191.702
NFIL3,240.251,242.149,262.173,134.662,157.06,159.607
SPTLC1,1482.926,1545.373,1563.841,1330.718,1246.542,1341.914
RP11-118F2.2,0.0,0.0,0.92,0.0,0.0,0.0
RP11-118F2.3,0.921,1.217,3.68,0.0,1.988,0.0
RP11-100G15.12,25.774,21.903,11.039,16.965,11.929,19.083
RP11-100G15.2,0.0,0.0,0.0,1.06,0.994,0.0
RP11-100G15.3,8.285,8.518,7.359,6.362,14.911,12.144
RP11-100G15.4,1.841,4.867,5.519,3.181,0.994,1.735
RP11-100G15.5,3.682,0.0,0.92,4.241,0.994,0.0
RP11-100G15.6,6.444,14.602,11.959,10.603,11.929,6.072
RP11-100G15.7,3.682,4.867,3.68,6.362,11.929,12.144
RP11-100G15.11,18.41,14.602,14.719,24.388,18.887,19.951
RP11-100G15.10,0.0,0.0,0.92,0.0,0.0,0.0
RP11-62C3.5,0.0,0.0,0.0,0.0,0.0,1.735
RP11-62C3.6,0.0,2.434,0.0,0.0,3.976,0.0
IARS,4535.306,4906.254,4452.346,6398.05,6859.959,6964.596
MIR3651,0.0,0.0,0.92,0.0,0.0,0.0
SNORA84,0.921,0.0,0.0,1.06,0.994,1.735
NOL8,696.819,747.133,749.724,752.837,709.754,809.312
CENPP,65.356,42.589,45.995,79.525,71.572,56.383
OGN,4.603,2.434,1.84,11.664,3.976,7.807
OMD,5.523,0.0,1.84,6.362,3.976,1.735
ASPN,1.841,0.0,6.439,2.121,7.952,1.735
ECM2,10.126,7.301,7.359,3.181,6.958,10.409
RP11-19J3.5,0.921,0.0,0.0,0.0,0.0,0.0
IPPK,193.305,210.511,169.263,213.127,200.799,212.52
BICD2,1109.203,1308.091,1163.681,1764.394,1731.64,1637.708
ANKRD19,26.695,21.903,11.959,1.06,5.964,5.205
RP11-526D8.11,41.423,35.288,28.517,14.845,12.923,19.083
ZNF484,306.527,411.288,361.523,227.972,202.787,221.195
RP11-274J16.5,2.762,1.217,0.0,0.0,0.0,0.0
CARD19,430.794,418.589,476.511,311.738,356.865,355.646
NINJ1,334.142,316.376,338.526,722.087,685.896,688.739
WNK2,0.0,0.0,0.92,2.121,0.0,0.0
C9orf129,3.682,3.65,10.119,3.181,1.988,10.409
RP11-165J3.6,10.126,8.518,3.68,16.965,1.988,4.337
FAM120AOS,489.706,507.418,492.15,427.314,430.425,460.605
FAM120A,2843.426,2813.309,2870.108,3329.446,3201.844,3078.509
PHF2,407.782,376.0,458.113,920.369,756.474,785.024
MIR548AU,0.921,0.0,0.0,0.0,0.994,0.0
BARX1,0.0,0.0,0.0,2.121,0.0,0.0
PTPDC1,285.355,318.809,310.008,296.893,325.055,272.373
RP11-490F3.1,10.126,9.735,7.359,7.422,11.929,2.602
RP11-2B6.3,9.205,4.867,0.0,1.06,0.994,0.867
MIRLET7A1,3.682,3.65,0.92,1.06,1.988,0.0
MIRLET7F1,3.682,2.434,1.84,0.0,1.988,1.735
RP11-2B6.2,7.364,6.084,1.84,9.543,11.929,5.205
MIRLET7DHG,9.205,1.217,1.84,6.362,1.988,1.735
MIRLET7D,5.523,10.951,12.879,7.422,2.982,10.409
ZNF169,54.31,38.939,49.675,58.318,74.554,41.637
RP11-307E17.2,5.523,2.434,3.68,0.0,0.0,1.735
NUTM2F,0.0,2.434,1.84,0.0,0.0,0.867
RP11-307E17.8,23.933,26.77,15.638,23.327,28.828,19.083
RP11-307E17.11,2.762,3.65,1.84,2.121,3.976,2.602
MFSD14B,1684.516,1904.337,1810.376,1262.857,1199.822,1249.967
RP11-533K9.4,0.0,4.867,12.879,0.0,5.964,1.735
PCAT7,1.841,0.0,0.0,0.0,0.0,0.0
FBP1,7.364,21.903,7.359,9.543,12.923,10.409
C9orf3,404.1,361.398,393.72,433.676,420.484,373.862
MIR2278,0.921,2.434,1.84,2.121,1.988,0.0
RP11-49O14.3,4.603,1.217,5.519,4.241,1.988,3.47
RP11-49O14.2,0.921,1.217,2.76,2.121,4.97,0.867
RP11-54O15.3,0.0,1.217,1.84,0.0,1.988,0.0
MIR6081,2.762,2.434,0.92,3.181,4.97,1.735
MIR23B,2.762,0.0,2.76,1.06,3.976,0.867
MIR27B,14.728,9.735,4.6,5.302,6.958,1.735
FANCC,135.314,128.984,114.988,181.317,172.965,165.679
RP11-80I15.4,0.0,0.0,0.0,0.0,0.994,1.735
RP11-80I15.1,1.841,4.867,3.68,2.121,1.988,1.735
RP11-173G21.1,4.603,2.434,1.84,5.302,3.976,3.47
RP11-435O5.7,0.0,2.434,0.0,0.0,1.988,0.0
MT1P1,0.0,0.0,0.0,0.0,1.988,3.47
PTCH1,68.117,46.239,68.993,40.293,34.792,34.697
RP11-435O5.6,0.0,1.217,0.0,0.0,0.0,0.0
RP11-435O5.5,4.603,2.434,0.92,0.0,0.994,3.47
RP11-435O5.4,0.921,1.217,5.519,0.0,0.0,0.0
LINC00476,59.833,38.939,37.716,37.112,43.738,50.311
RNU2-46P,3.682,0.0,6.439,0.0,0.0,1.735
ERCC6L2,657.237,786.071,690.85,666.95,708.76,713.027
RNA5SP289,0.0,0.0,1.84,0.0,0.0,0.0
RP11-72B4.2,7.364,4.867,3.68,4.241,2.982,3.47
LINC00092,6.444,4.867,1.84,4.241,1.988,0.0
RP11-569G13.1,71.799,85.178,103.949,73.163,85.489,66.792
HSD17B3,0.0,2.434,0.0,0.0,0.0,0.0
RP11-240L7.5,22.092,27.987,13.799,13.784,5.964,10.409
RP11-240L7.4,0.921,0.0,0.0,1.06,0.0,0.0
SLC35D2,272.468,248.233,281.491,171.774,175.947,131.849
ZNF367,26.695,21.903,16.558,58.318,51.691,70.262
RP11-172F4.2,3.682,9.735,2.76,2.121,14.911,11.277
HABP4,261.422,266.486,235.496,242.816,213.721,219.46
CDC14B,15.649,27.987,22.998,36.051,48.709,39.902
AAED1,172.134,166.706,188.581,327.643,379.728,433.715
RP11-535M15.2,0.0,0.0,0.0,0.0,0.994,0.0
ZNF510,394.895,439.275,425.917,204.644,186.882,235.074
ZNF782,177.657,169.139,181.222,125.119,124.257,128.38
MFSD14C,723.513,653.437,657.733,343.548,358.853,317.479
RP11-330M2.4,11.046,20.686,7.359,4.241,10.935,5.205
RP11-330M2.3,0.0,2.434,2.76,0.0,3.976,0.0
NUTM2G,40.502,30.421,27.597,57.258,32.804,23.421
RP11-330M2.6,3.682,4.867,0.0,0.0,0.994,4.337
CTSV,7.364,17.036,5.519,18.026,1.988,1.735
RP11-520B13.4,0.0,0.0,0.92,0.0,0.0,0.0
RP11-520B13.6,1.841,0.0,0.0,0.0,0.0,0.0
RP11-520B13.7,0.0,2.434,0.0,0.0,0.0,0.0
RP11-520B13.8,6.444,8.518,1.84,0.0,0.0,0.0
RP11-498P14.2,9.205,4.867,15.638,0.0,0.0,5.205
RP11-498P14.3,5.523,2.434,4.6,1.06,0.994,1.735
ZNF322B,6.444,0.0,0.92,0.0,0.994,3.47
RP11-498P14.5,0.921,6.084,1.84,8.483,5.964,0.867
RP11-23J9.5,39.582,48.673,37.716,45.594,70.578,60.72
RP11-23J9.4,4.603,3.65,2.76,2.121,1.988,0.0
CCDC180,41.423,42.589,38.636,36.051,16.899,2.602
MIR1302-8,0.921,0.0,0.0,0.0,0.0,0.0
TDRD7,692.216,716.712,666.012,854.629,926.457,838.805
TMOD1,23.933,20.686,20.238,0.0,0.0,3.47
RP11-244N9.6,1.841,0.0,2.76,0.0,0.0,0.0
TSTD2,187.782,159.405,190.421,346.729,327.043,314.877
NCBP1,962.843,1158.421,1067.091,1224.685,1208.768,1200.523
RP11-244N9.4,3.682,3.65,7.359,4.241,7.952,8.674
XPA,188.703,144.803,146.265,381.72,370.782,438.92
TRMO,183.18,227.547,179.382,265.083,261.436,287.987
HEMGN,0.0,0.0,1.84,0.0,0.0,0.0
ANP32B,428.033,396.686,417.637,417.771,398.615,373.862
RP11-535C21.3,7.364,9.735,6.439,8.483,4.97,9.542
NANS,585.438,755.651,620.017,766.621,759.456,707.823
TRIM14,300.083,243.366,284.251,477.15,431.419,388.609
CORO2A,14.728,13.385,19.318,78.465,111.334,100.622
TBC1D2,232.887,192.259,188.581,309.617,335.99,245.483
MIR6854,0.0,0.0,0.0,0.0,0.0,0.867
RP11-270F18.2,0.0,0.0,3.68,1.06,3.976,3.47
GABBR2,460.25,494.033,535.385,68.922,76.542,120.573
RP11-207C11.2,9.205,8.518,4.6,8.483,7.952,10.409
ANKS6,586.359,490.382,493.07,566.218,477.145,523.06
GALNT12,222.761,210.511,182.141,97.551,109.346,117.97
RP11-92C4.4,0.0,0.0,0.0,2.121,0.0,0.0
COL15A1,0.0,0.0,0.0,1.06,0.994,0.0
TGFBR1,282.594,281.087,318.288,250.239,244.537,221.195
RNA5SP290,0.0,0.0,1.84,0.0,0.0,0.867
RP11-96L7.2,0.0,0.0,1.84,0.0,0.0,0.0
ALG2,517.321,563.392,615.417,1045.488,987.095,973.256
SEC61B,1444.265,1501.567,1475.53,1596.862,1649.134,1650.719
KRT8P11,0.0,0.0,0.0,0.0,0.0,1.735
RP11-13B9.5,0.0,0.0,1.84,0.0,0.0,1.735
RP11-554F20.1,0.921,1.217,0.92,1.06,0.0,0.867
NR4A3,3.682,2.434,0.92,3.181,1.988,5.205
RP11-60I3.5,1.841,7.301,0.92,4.241,1.988,3.47
STX17,345.188,391.819,334.846,279.928,295.234,366.055
RP11-60I3.4,1.841,0.0,0.0,0.0,0.0,0.0
ERP44,1255.563,1348.246,1518.765,1021.101,1056.678,1064.337
RP11-124M17.1,15.649,13.385,18.398,9.543,5.964,10.409
INVS,576.233,553.657,627.376,481.391,501.003,503.109
RN7SL75P,4.603,3.65,3.68,6.362,2.982,0.0
RPS2P35,2.762,7.301,0.0,0.0,0.994,0.867
RP11-29B11.5,5.523,0.0,0.0,0.0,0.0,0.0
NANOGP5,11.046,12.168,8.279,6.362,12.923,14.746
TEX10,613.053,613.282,612.658,662.708,594.444,620.212
MSANTD3,657.237,646.136,710.168,1053.971,1009.958,1067.806
TMEFF1,1.841,2.434,4.6,10.603,8.946,5.205
MURC,20.251,17.036,27.597,42.413,40.756,36.432
RN7SKP87,2.762,0.0,0.92,1.06,1.988,6.072
BAAT,0.0,1.217,0.0,0.0,0.0,0.0
MRPL50,373.723,438.058,373.482,745.414,657.069,652.307
ZNF189,1178.241,1180.324,1287.869,220.549,291.257,291.456
ALDOB,2.762,4.867,1.84,0.0,0.0,0.0
RP11-490D19.6,0.0,2.434,0.0,0.0,0.0,0.0
TMEM246,24.854,19.469,20.238,8.483,9.941,16.481
RNF20,794.392,882.201,846.314,1012.618,1008.964,1020.965
GRIN3A,22.092,20.686,26.677,12.724,13.917,18.216
RP11-82L2.1,0.0,2.434,1.84,2.121,1.988,0.0
SMC2,574.392,584.078,667.852,764.5,822.082,857.888
OR13C8,0.0,0.0,2.76,2.121,0.0,0.0
OR13C1P,0.0,0.0,1.84,0.0,0.0,0.0
OR13D1,0.0,2.434,1.84,2.121,0.0,1.735
OR13D3P,1.841,0.0,1.84,0.0,0.0,0.0
NIPSNAP3A,1017.153,1082.978,1116.766,700.88,675.956,668.789
NIPSNAP3B,15.649,3.65,19.318,8.483,6.958,7.807
ABCA1,718.911,803.107,753.403,668.01,727.647,688.739
RP11-217B7.2,0.0,1.217,0.92,0.0,1.988,6.072
RP11-217B7.3,0.0,0.0,0.0,2.121,0.994,1.735
SLC44A1,4499.406,4802.824,4638.168,2586.153,2548.752,2656.938
FSD1L,121.506,107.081,130.627,125.119,168.989,183.028
RP11-287A8.2,147.28,103.43,210.659,152.688,167.001,153.535
RP11-235C23.5,3.682,2.434,5.519,5.302,4.97,3.47
FKTN,426.192,531.754,582.301,646.803,724.665,752.062
TAL2,4.603,0.0,3.68,0.0,3.976,0.0
TMEM38B,209.874,229.981,219.858,48.775,56.661,54.648
RP11-18B3.3,1.841,2.434,2.76,3.181,0.0,0.0
RP11-18B3.2,22.092,4.867,4.6,2.121,5.964,0.867
RP11-308N19.1,0.0,0.0,0.0,1.06,0.0,1.735
RP11-308N19.5,0.0,1.217,0.0,1.06,0.0,0.867
ZNF462,1409.286,1528.337,1573.96,662.708,856.874,773.748
RP11-508N12.2,24.854,12.168,22.078,1.06,10.935,13.011
RP11-508N12.3,23.013,9.735,8.279,0.0,9.941,1.735
RP11-196I18.3,2.762,2.434,1.84,0.0,0.0,0.0
RAD23B,2304.933,2439.742,2452.47,2164.14,2060.672,2118.264
KLF4,23.933,43.806,40.476,39.232,36.78,32.095
RN7SL659P,0.0,0.0,0.0,0.0,1.988,0.0
RP11-240E2.2,0.0,0.0,1.84,1.06,0.0,1.735
RP11-220D10.1,0.0,3.65,0.0,5.302,1.988,1.735
RP11-339N8.1,2.762,0.0,0.0,3.181,0.0,2.602
RP11-339N8.2,0.0,0.0,1.84,2.121,1.988,0.0
RP11-3J11.1,1.841,2.434,0.92,0.0,1.988,1.735
ACTL7B,3.682,0.0,0.0,4.241,0.0,0.0
ACTL7A,0.0,0.0,3.68,0.0,0.0,0.0
IKBKAP,1332.885,1258.201,1306.267,1521.578,1617.324,1531.881
FAM206A,241.171,256.751,244.695,153.748,208.751,215.123
CTNNAL1,1838.239,2036.972,1883.048,2666.738,2702.83,2763.632
TMEM245,2846.187,2778.02,3035.691,3173.577,3516.959,3536.512
MIR32,0.0,1.217,3.68,2.121,0.994,0.0
FRRS1L,2.762,9.735,5.519,0.0,0.0,0.0
EPB41L4B,5.523,9.735,10.119,6.362,7.952,12.144
PTPN3,0.0,0.0,0.0,0.0,0.994,3.47
PALM2,1.841,0.0,0.0,2.121,0.0,0.0
PALM2-AKAP2,0.0,0.0,0.0,0.0,0.994,0.0
RP11-151F5.2,0.0,0.0,1.84,0.0,1.988,0.0
AKAP2,46.025,49.89,37.716,80.585,102.387,107.561
C9orf152,2.762,2.434,15.638,0.0,6.958,1.735
TXN,995.061,1226.564,1037.654,2943.485,2698.854,2837.364
TXNDC8,0.0,0.0,0.92,2.121,1.988,0.0
SVEP1,4.603,6.084,7.359,2.121,1.988,6.072
MUSK,3.682,4.867,0.0,2.121,0.0,4.337
LPAR1,19.331,10.951,20.238,48.775,47.715,64.19
OR2K2,0.921,0.0,0.0,4.241,0.0,0.0
KIAA0368,3640.579,3587.212,3607.872,3548.935,3578.59,3578.149
RNA5SP294,0.0,0.0,0.92,0.0,0.0,0.0
ZNF483,189.623,165.489,152.704,63.62,109.346,55.516
PTGR1,4545.431,4814.992,4514.9,6598.453,6237.682,6654.923
RP11-16L21.7,2.762,3.65,6.439,2.121,0.994,4.337
RP11-16L21.8,3.682,2.434,0.92,1.06,4.97,5.205
DNAJC25,115.983,116.816,148.105,132.542,100.399,134.452
GNG10,1.841,0.0,3.68,4.241,6.958,2.602
C9orf84,52.469,36.505,40.476,15.905,16.899,24.288
RP11-430K21.2,0.0,4.867,0.0,0.0,1.988,0.0
UGCG,986.776,1076.894,1028.455,992.472,851.903,866.563
MIR4668,0.921,0.0,0.0,1.06,0.0,0.867
RP11-4O1.2,31.297,31.638,59.794,48.775,47.715,45.106
SUSD1,918.659,936.958,902.428,787.828,694.843,761.604
RP11-165N19.2,3.682,2.434,3.68,5.302,0.0,2.602
PTBP3,2104.264,2265.735,2181.098,1754.851,1817.129,1894.467
RN7SL57P,11.967,0.0,0.0,4.241,0.0,1.735
RNA5SP295,0.921,0.0,2.76,0.0,0.0,3.47
RN7SL430P,4.603,0.0,2.76,1.06,1.988,3.47
RP11-165N19.4,6.444,8.518,0.0,2.121,0.0,3.47
HSDL2,594.643,522.02,558.383,701.941,712.736,754.664
C9orf147,6.444,0.0,1.84,2.121,8.946,3.47
KIAA1958,78.243,79.094,83.711,57.258,55.667,27.758
RP11-576C12.1,1.841,0.0,3.68,0.0,0.0,0.0
INIP,501.673,547.573,602.539,682.855,644.146,618.478
RP11-276E15.4,0.0,2.434,0.0,6.362,0.0,0.0
SNX30,519.162,485.515,432.356,419.892,458.258,454.533
SLC46A2,0.921,0.0,0.0,2.121,1.988,1.735
RP11-408O19.5,1.841,0.0,0.0,2.121,0.994,0.0
ZNF883,20.251,9.735,11.959,0.0,3.976,6.939
ZFP37,33.138,48.673,42.316,6.362,18.887,5.205
FAM225A,1.841,0.0,0.0,2.121,1.988,5.205
SLC31A2,11.967,9.735,10.119,5.302,10.935,3.47
FKBP15,1399.161,1473.58,1438.733,1286.184,1283.322,1262.978
SLC31A1,719.831,769.036,665.092,589.545,689.873,660.114
CDC26,153.724,143.586,161.904,156.929,126.245,138.789
PRPF4,702.342,666.822,689.93,804.793,729.635,756.399
RNF183,0.0,0.0,0.0,4.241,0.0,0.0
WDR31,26.695,45.023,43.236,37.112,32.804,45.974
BSPRY,0.0,0.0,0.0,2.121,1.988,0.0
HDHD3,64.435,96.129,78.192,137.843,109.346,101.489
ALAD,422.51,361.398,348.644,277.807,272.37,310.54
POLE3,490.627,545.139,468.232,1063.514,1092.464,1108.576
C9orf43,22.092,29.204,32.197,23.327,21.869,17.349
RGS3,2268.113,1990.732,2165.459,4243.453,4157.129,4039.622
RP11-168K11.2,13.808,7.301,6.439,1.06,7.952,15.614
RP11-168K11.5,0.0,0.0,1.84,2.121,0.0,0.0
RP11-168K11.3,5.523,4.867,6.439,22.267,13.917,14.746
RP11-18B16.2,1.841,4.867,5.519,0.0,1.988,4.337
ZNF618,911.295,994.149,946.584,787.828,828.046,778.085
AMBP,7.364,3.65,5.519,4.241,0.0,0.0
KIF12,0.0,0.0,1.84,2.121,3.976,1.735
COL27A1,798.074,822.576,821.476,634.079,740.569,605.466
MIR455,0.921,0.0,0.92,0.0,0.0,0.0
ORM2,0.0,2.434,0.92,0.0,0.994,0.0
AKNA,590.961,636.402,615.417,340.367,322.073,278.445
RP11-9M16.2,1.841,0.0,0.0,5.302,0.994,0.0
DFNB31,3.682,2.434,6.439,6.362,1.988,3.47
ATP6V1G1,1688.198,1894.603,1691.708,2308.345,2177.97,2231.897
C9orf91,162.008,144.803,162.823,170.714,171.971,176.088
RP11-402G3.3,0.0,0.0,0.0,0.0,0.0,1.735
TNFSF15,367.28,378.434,371.642,402.927,419.49,412.897
TNFSF8,0.0,0.0,2.76,0.0,1.988,0.0
TNC,1.841,1.217,1.84,4.241,0.0,0.0
DEC1,0.0,1.217,0.0,0.0,0.0,0.0
PAPPA,69.958,59.625,44.156,57.258,43.738,65.057
RP11-45A16.3,0.0,1.217,0.0,0.0,0.0,0.0
RP11-45A16.4,0.0,0.0,0.0,2.121,0.0,0.867
ASTN2,56.151,69.359,76.352,99.671,74.554,94.55
RP11-264C15.2,7.364,1.217,2.76,4.241,0.994,10.409
RP11-67K19.3,9.205,8.518,9.199,6.362,9.941,9.542
TRIM32,370.041,427.107,378.081,510.02,539.771,534.337
RPL10P3,1.841,0.0,0.0,0.0,0.0,0.0
TLR4,2643.677,3020.169,2751.44,2306.225,2208.786,2449.622
RNU6-1082P,1.841,12.168,2.76,3.181,3.976,0.867
RP11-281A20.2,13.808,12.168,26.677,5.302,6.958,5.205
RP11-281A20.1,0.0,0.0,0.0,0.0,0.0,0.867
RP11-442A13.1,5.523,9.735,1.84,4.241,3.976,4.337
CDK5RAP2,592.802,696.026,688.09,904.464,1080.535,1030.507
MEGF9,536.652,534.188,608.978,262.963,251.495,296.661
RP11-88M19.3,1.841,0.0,1.84,2.121,0.0,0.0
FBXW2,1960.666,1921.373,2035.753,1587.319,1680.943,1707.97
RP11-27I1.4,48.787,43.806,34.956,55.137,46.72,60.72
RP11-27I1.6,3.682,0.0,2.76,2.121,10.935,3.47
PSMD5,870.793,950.343,879.43,813.276,870.79,853.551
RP11-27I1.2,246.694,161.838,220.778,249.178,277.341,257.627
PHF19,769.538,782.421,762.602,695.579,597.426,690.474
TRAF1,69.958,65.709,65.313,122.999,113.322,98.02
C5,105.858,131.418,101.19,19.086,47.715,29.493
CNTRL,822.007,854.214,882.19,817.517,1002.999,939.427
RAB14,1120.249,1410.305,1421.255,1450.536,1480.145,1641.178
RN7SL181P,0.0,0.0,2.76,1.06,3.976,0.0
GSN,4980.828,5689.892,5400.77,3536.211,3929.491,3710.866
RP11-477J21.2,5.523,2.434,1.84,2.121,0.0,1.735
RP11-477J21.6,8.285,2.434,4.6,2.121,1.988,9.542
RP11-477J21.7,159.247,122.9,132.467,85.887,76.542,92.815
STOM,3513.55,3566.526,3663.987,9006.47,8608.498,9136.64
RP11-162D16.2,18.41,7.301,15.638,5.302,4.97,2.602
GGTA1P,1.841,6.084,16.558,2.121,0.0,1.735
RP11-162D16.4,0.0,1.217,0.0,0.0,0.0,0.0
DAB2IP,1085.27,1187.625,1182.08,1120.772,1076.559,1126.792
RP11-524G24.2,2.762,3.65,0.0,0.0,0.0,5.205
RP11-244O19.1,12.887,7.301,14.719,28.629,12.923,22.553
TTLL11,63.515,58.408,54.274,50.896,71.572,60.72
TTLL11-IT1,3.682,1.217,0.0,5.302,0.0,10.409
NDUFA8,876.316,927.224,789.28,1164.246,1170.994,1169.296
MORN5,3.682,0.0,4.6,1.06,0.0,0.867
LHX6,362.677,299.34,353.244,585.304,601.402,579.443
RBM18,413.305,402.77,435.116,559.856,486.092,615.875
MRRF,830.291,852.997,906.108,979.748,1043.756,1065.204
PTGS1,1099.078,1079.327,1207.837,1734.705,1971.207,1784.304
RP11-498E2.9,10.126,0.0,7.359,5.302,11.929,3.47
RP11-542K23.7,0.921,0.0,2.76,0.0,2.982,0.0
RP11-542K23.9,1.841,2.434,0.0,1.06,0.0,0.0
OR1J1,0.0,0.0,0.0,2.121,0.0,0.0
OR1J2,1.841,2.434,0.0,0.0,0.0,0.0
OR1J4,0.921,0.0,0.0,0.0,0.0,0.0
OR1N2,1.841,1.217,0.0,2.121,0.0,0.0
OR1L8,33.138,34.071,41.396,16.965,19.881,34.697
OR1H1P,1.841,4.867,5.519,2.121,0.0,1.735
RP11-64P14.7,9.205,3.65,8.279,4.241,1.988,1.735
OR1Q1,8.285,8.518,2.76,2.121,3.976,1.735
OR1B1,13.808,2.434,3.68,2.121,3.976,3.47
OR1L1,7.364,2.434,3.68,4.241,2.982,7.807
OR1L3,3.682,2.434,3.68,4.241,1.988,7.807
RP11-64P14.6,11.046,9.735,8.279,3.181,8.946,12.144
OR1L4,5.523,2.434,11.959,2.121,0.0,7.807
OR1L6,7.364,9.735,1.84,2.121,1.988,5.205
SKA2L,4.603,19.469,8.279,8.483,15.905,9.542
OR5C1,16.569,9.735,5.519,6.362,6.958,6.939
PDCL,1167.195,1316.609,1237.274,1671.085,2011.963,1964.729
OR1K1,10.126,7.301,6.439,7.422,3.976,6.939
RP11-163B6.2,1.841,2.434,4.6,0.0,0.0,0.0
RC3H2,4349.365,4694.526,4685.083,2781.254,2914.563,3005.645
SNORD90,0.0,0.0,2.76,0.0,1.988,0.867
ZBTB6,205.272,278.654,230.896,368.996,349.907,405.09
ZBTB26,138.996,183.741,162.823,237.515,258.454,253.29
RP11-355O1.11,27.615,42.589,19.318,27.569,37.774,20.818
RABGAP1,892.885,981.981,988.899,1279.822,1310.162,1432.127
RNY1P15,1.841,1.217,1.84,3.181,2.982,3.47
RP11-355O1.7,3.682,9.735,9.199,7.422,3.976,0.867
RP11-123N4.4,6.444,10.951,3.68,4.241,0.0,3.47
MIR600HG,69.038,53.54,68.073,77.404,94.435,63.322
STRBP,374.644,373.566,324.727,507.9,496.032,562.095
CRB2,0.0,2.434,1.84,2.121,0.0,3.47
DENND1A,327.698,350.447,400.159,415.651,387.681,411.162
MIR601,0.0,0.0,0.0,1.06,0.0,0.0
MIR7150,0.921,0.0,0.0,0.0,0.0,3.47
RP11-230L22.4,4.603,3.65,0.0,0.0,0.0,0.867
RP11-417B4.2,5.523,0.0,8.279,7.422,9.941,8.674
RP11-417B4.3,1.841,2.434,0.92,0.0,0.0,1.735
RP11-417B4.4,3.682,2.434,3.68,6.362,3.976,2.602
LHX2,0.0,0.0,0.92,0.0,0.0,0.0
NEK6,1320.918,1171.806,1207.837,1398.579,1455.293,1470.294
RP11-121A14.2,20.251,4.867,16.558,8.483,18.887,17.349
RP11-121A14.3,18.41,4.867,11.959,25.448,23.857,13.879
PSMB7,2669.451,2779.237,2605.175,3349.592,3366.857,3264.139
NR6A1,3.682,7.301,11.959,33.931,25.845,13.011
RP11-164H5.1,0.0,0.0,0.0,2.121,0.994,0.0
RN7SL302P,0.0,0.0,0.0,0.0,0.994,0.0
