GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj,q,logFC
YWHAZ,9089.29208159595,-1.5715272642170102,0.0446182040953721,35.221661115222204,9.320183822763356e-272,4.8752665900724265e-269,268.312,-1.572
MPZL3,1117.8480229009301,-3.10247923468149,0.0882559028020083,35.1532207612395,1.0378953628576494e-270,5.313582600229967e-268,267.275,-3.102
CTTN,6599.67558402837,-1.47005018392168,0.041850299673234004,35.1263956387359,2.6660201614978586e-270,1.3364536901241992e-267,266.874,-1.47
DCUN1D3,2869.13378799222,-2.0213465517686298,0.0578493184971511,34.941579335427605,1.738374283424219e-267,8.536482042398695e-265,264.069,-2.021
GALNT1,7671.05591262225,-1.92935187623705,0.0552663085010228,34.9100913118043,5.225737731160008e-267,2.5148340257434383e-264,263.599,-1.929
CCND1,6585.4006161958305,-1.55419215051067,0.0449760715140039,34.5559782834023,1.1591466588644295e-261,5.468899393254097e-259,258.262,-1.554
TLN1,8860.00161224773,-1.3731846035336,0.0397794792991945,34.519924034335105,4.030805163227487e-261,1.8651775737996091e-258,257.729,-1.373
DKK1,1105.15179299637,-2.9568524206576603,0.0860105718029023,34.377778901801,5.417594333697858e-259,2.4595878274988286e-256,255.609,-2.957
PCDH1,1709.0595066003,-2.53069436804399,0.073862453538047,34.2622570307715,2.8649608988544287e-257,1.2766053545969493e-254,253.894,-2.531
SDC4,749.069612333952,-4.04160794994725,0.11827684904554199,34.1707441698168,6.579044009011016e-256,2.8782719444513284e-253,252.541,-4.042
GDF15,1481.4541259572,-2.85403154070838,0.083551668359411,34.1588815250379,9.870209823515034e-256,4.241017656668198e-253,252.373,-2.854
DLG1,4836.6294841646395,2.043313046018,0.0605027819264822,-33.772216432971,5.046359972835167e-250,2.130272169585259e-247,246.672,2.043
PCYOX1,1582.73282249917,2.38917341865399,0.0707920093058405,-33.749196301691605,1.0984923579621895e-249,4.5572281236700174e-247,246.341,2.389
PGF,1756.1179666803198,-2.3346269924387997,0.0694229164860384,33.6290537852629,6.311729827404846e-248,2.5741159848646685e-245,244.589,-2.335
CXorf36,2314.8997068239396,-2.3932628858658798,0.0712755348862588,33.577620844025,3.559681418432488e-247,1.4275509048387091e-244,243.845,-2.393
GUCY1A2,1428.86446097892,2.6927899614174198,0.0805408157652642,-33.4338550687833,4.418332820342737e-245,1.742851218411259e-242,241.759,2.693
CLDN5,1182.44343426667,-2.9521520317586805,0.0884134462340042,33.390306084723896,1.895609783552209e-244,7.356800421263446e-242,241.133,-2.952
CENPF,1186.27493242822,-2.73226675660097,0.0823443514952533,33.1809857869665,2.0247048495741493e-241,7.733086998484617e-239,238.112,-2.732
SEMA3A,1374.12707676411,2.80147147174811,0.0850569093416545,-32.9364362452347,6.616359376186367e-238,2.4875443642155688e-235,234.604,2.801
IGFBP7,2627.74804669915,1.9377542622428603,0.0590155975218506,-32.834612265433805,1.888911364923769e-236,6.992459271199337e-234,233.155,1.938
FKBP1A,4971.72715115972,-1.6824741704331898,0.0512596021571639,32.8226146834823,2.8017085633553085e-236,1.0214350219917497e-233,232.991,-1.682
FLNA,36275.7725047617,1.49199702710502,0.0455328110715292,-32.7675140627972,1.709754481109159e-235,6.140315272305767e-233,232.212,1.492
RALBP1,2184.81603283961,-1.9317606720809701,0.0591120083558034,32.6796657026679,3.037874113698208e-234,1.0749606900559695e-231,230.969,-1.932
CCNG1,6514.99172651644,1.7507418073619399,0.053589796489526,-32.669312481978196,4.2620933283377575e-234,1.4862969516878692e-231,230.828,1.751
FAM124B,4527.012558932821,-1.8058460988646798,0.0555428734748807,32.5126516848535,7.064748048285069e-232,2.4284566791119287e-229,228.615,-1.806
DOCK9,7226.321693335341,-1.3949835895078702,0.0430099547204966,32.4339701953485,9.115708376133066e-231,3.0893264076973784e-228,227.51,-1.395
FLRT2,14551.8123505968,1.52684863620922,0.0474342957489086,-32.1887067595885,2.5396463327135594e-227,8.487356952465796e-225,224.071,1.527
PLA2G16,691.5353643134911,3.75361071823739,0.11712654113822,-32.0474819947752,2.380031066706409e-225,7.844973633847887e-223,222.105,3.754
PRRC2B,2401.1933742167603,-2.13443854028979,0.066867993384745,31.920182321139198,1.401365526517069e-223,4.556710445818058e-221,220.341,-2.134
APLP2,25645.9590644217,1.3298818901262601,0.0416855910085689,-31.902675671622,2.451394066404309e-223,7.864725870109386e-221,220.104,1.33
SUSD5,751.858938652417,3.4108511055050297,0.10702362821416099,-31.870075444272103,6.939157352122686e-223,2.1969737395628488e-220,219.658,3.411
BSG,2976.5602814269396,-1.99586674591762,0.0628320371475944,31.7651127756572,1.963958646957209e-221,6.137243241959017e-219,218.212,-1.996
PLAT,5945.69596938584,1.30129165565045,0.0411321425226013,-31.6368556521317,1.1499366457966895e-219,3.5474071245076986e-217,216.45,1.301
CCNA1,717.88341802733,-3.45936624395558,0.109434538608888,31.611283676345803,2.5836517591815887e-219,7.869345396130047e-217,216.104,-3.459
DPP4,831.997640592556,3.12920597219891,0.0994696925084475,-31.458888564807502,3.1729110716738787e-217,9.543323275827094e-215,214.02,3.129
PERP,1484.8755887545901,-2.23846995500339,0.0712318571116806,31.4251241757437,9.182884055901995e-217,2.7278834092976988e-214,213.564,-2.238
EI24,1952.77712053911,-2.0583386967393,0.0658994875881245,31.2345174761302,3.623104844675738e-214,1.0631603508852194e-211,210.973,-2.058
RECK,1437.13713940339,2.46913804073521,0.0791347934431168,-31.2016741726895,1.0111634140168394e-213,2.9313992853100185e-211,210.533,2.469
MPZL2,2043.47734449245,-1.83492637659544,0.059569054056742,30.8033492498907,2.363328271013409e-208,6.769810102038657e-206,205.169,-1.835
CAMK2D,1634.30292767417,1.9579692469419199,0.0641411534752022,-30.5259438107688,1.1797441829664294e-204,3.3396475918280285e-202,201.476,1.958
TOP2A,704.5388738618781,-3.4213973656879597,0.11225825300817299,30.4779138638375,5.113453104858708e-204,1.4306966117338395e-201,200.844,-3.421
RASSF3,1722.6018532663097,-1.99336188713811,0.0654529134077652,30.454899306309997,1.0317067741606594e-203,2.853440045960209e-201,200.545,-1.993
GLT25D1,3938.90171266971,-1.48715232857242,0.0489198300033214,30.3997852909843,5.528933519486848e-203,1.5117863448396896e-200,199.821,-1.487
KIF1C,3929.77532003406,1.4703910208276,0.0484487240689195,-30.3494271332292,2.5565875748574186e-202,6.911978677103277e-200,199.16,1.47
SAMD9,4582.0249332475105,1.42818860306881,0.0472185094863964,-30.2463719969871,5.823121703893818e-201,1.5568439382121492e-198,197.808,1.428
CCNY,1898.8061852583498,1.8018258090243602,0.0596506943622713,-30.2062839047856,1.958718824848649e-200,5.1791969630228774e-198,197.286,1.802
MAOA,1442.3963212331303,2.22536370883677,0.0736839185280395,-30.201484303388902,2.264639903588509e-200,5.923017973928987e-198,197.227,2.225
MX1,12429.5066476789,-1.5691817099249097,0.0520692848115116,30.136417575261003,1.6160382529984894e-199,4.181194886413928e-197,196.379,-1.569
STOM,6249.27846193019,-1.31414167761535,0.0436482076059515,30.1075748511643,3.8563976194682287e-199,9.871557395706855e-197,196.006,-1.314
LRRC8A,2652.87170836395,1.8468798436687401,0.0613603591237734,-30.098908644639696,5.007324044339698e-199,1.2682761174200195e-196,195.897,1.847
STXBP5,2140.3005816447303,1.87836369087125,0.0624412874690038,-30.082078173094697,8.313635036764256e-199,2.083777981818979e-196,195.681,1.878
WNK1,3262.73618830307,1.7752145916848099,0.0592954038623922,-29.93848554948,6.213697237804596e-197,1.5413812673819993e-194,193.812,1.775
SF3B3,4733.19578340261,-1.3133434319738502,0.0439516700384986,29.881536488225603,3.419238360739409e-196,8.395276881235886e-194,193.076,-1.313
SYT11,1384.4280034539802,2.18984570619175,0.0734322711829311,-29.821298877390102,2.0689148121118093e-195,5.028507899902448e-193,192.299,2.19
ACTG1,32205.2221314316,-1.06584179612029,0.0358762900497376,29.708807533963103,5.909261014158858e-194,1.4218863852268997e-191,190.847,-1.066
STX3,3995.3622662210705,-1.39287737697243,0.0471392507295813,29.5481441774032,6.937706930448988e-192,1.6528228134699395e-189,188.782,-1.393
SDCBP,4780.8089424276395,-1.53100405149085,0.0520173529431428,29.432563651678098,2.104803341707819e-190,4.9652723537424976e-188,187.304,-1.531
TRIM22,9762.63728186767,-1.08889137535948,0.0370622161857142,29.380093459689103,9.864652930937305e-190,2.304497852662269e-187,186.637,-1.089
DAB2,7643.725197189649,-1.5564418578567099,0.0533881765467131,29.153306191210103,7.585576572977676e-187,1.7550398413364292e-184,183.756,-1.556
METTL7A,672.124696875891,3.08808166535098,0.10593056467596801,-29.1519418856791,7.893727054016567e-187,1.8089415273690194e-184,183.743,3.088
NTN4,1402.10599521756,-2.3220914948895897,0.0798911837227624,29.0656789233176,9.751801503008508e-186,2.2136589411829292e-183,182.655,-2.322
UBA1,3883.3102910933294,-1.36209889011271,0.0469048210009839,29.0396351812991,2.080069216871099e-185,4.677628551060978e-183,182.33,-1.362
MAP1A,798.33712383071,3.07098294440456,0.10623288038452901,-28.9080267172329,9.464510235612666e-184,2.1086578267528889e-181,180.676,3.071
TGFBR2,13912.1986195793,1.24914939180897,0.0432684284686644,-28.869765693330496,2.862238350107399e-183,6.318456805530646e-181,180.199,1.249
YES1,3576.396437310779,-1.5898871882520902,0.0550957210004456,28.856817904955502,4.161049276006498e-183,9.102106152660757e-181,180.041,-1.59
ZC3H7B,2756.7603438928004,-1.7285982146342098,0.0600044608524261,28.807828452712897,1.711477360976059e-182,3.7100511945771183e-180,179.431,-1.729
GAPDH,31700.4426523927,1.02318453900326,0.035542241307868,-28.787845148548797,3.0450737983243385e-182,6.5420147977928765e-180,179.184,1.023
BACE2,2798.6107847627195,-1.56153247852492,0.0543517146518436,28.7301419748668,1.6038818727484296e-181,3.4152748338117386e-179,178.467,-1.562
SARAF,2250.9168678924602,-1.7056398850465602,0.0594659435030319,28.6826338668889,6.283103288389198e-181,1.3261757133791296e-178,177.877,-1.706
FLNC,3782.97581267206,2.1318404705855802,0.0747251397847937,-28.529093110099502,5.104968015646808e-179,1.0681368729781997e-176,175.971,2.132
ZNF106,2480.01044768607,-1.63744874502684,0.0577867251241116,28.336070983603896,1.2427770778094294e-176,2.577905348814689e-174,173.589,-1.637
MBD2,1156.1277174357,2.15587438967066,0.0761013010796396,-28.3290082966459,1.5184665449663198e-176,3.122849744015339e-174,173.505,2.156
ASPM,615.621360025059,-3.3005417252527005,0.116622852718243,28.3009860273844,3.360664279031469e-176,6.852907108648738e-174,173.164,-3.301
IFI6,14357.0199889942,-1.16336917406059,0.0411569600257165,28.266644896359402,8.887519724933607e-176,1.7970714253895194e-173,172.745,-1.163
ELMOD1,771.216211890477,-3.09395594383677,0.109510412360554,28.2526188802045,1.3217122651874195e-175,2.6502533770782984e-173,172.577,-3.094
RBMS2,1926.28221658137,-1.8680555796172198,0.0663392064367458,28.1591487139419,1.8516130892312996e-174,3.6821086076928585e-172,171.434,-1.868
SERPINH1,7968.473287215641,1.30157109263441,0.0462997258210305,-28.111853138517,7.017581747164567e-174,1.3840741967235592e-171,170.859,1.302
PPP1R3C,515.410301577698,3.6554914034228396,0.13134869836671903,-27.8304349329514,1.8583760496226795e-170,3.6354670330098386e-168,167.439,3.655
PNP,3019.49635313401,-1.4852270437902502,0.0535303464509762,27.745515249942304,1.9737042015157694e-169,3.829941169102628e-167,166.417,-1.485
BSDC1,1543.3126395065601,-1.83169953264022,0.066257398453193,27.6452075602427,3.186735859407069e-168,6.134339059924228e-166,165.212,-1.832
SCAMP2,932.6612307182429,-2.4117662161627003,0.0873116997262113,27.6224861470505,5.975676395155168e-168,1.1411644874620895e-165,164.943,-2.412
VCL,6977.587694555689,1.1842291882353602,0.0429028755208999,-27.602559825121002,1.0367055916816195e-167,1.9641897596096993e-165,164.707,1.184
USP28,1162.7402043672698,-2.1096200348919902,0.0764540758415344,27.5932971744316,1.3391200369360095e-167,2.5173364319339193e-165,164.599,-2.11
COL1A2,540.7860825081659,4.4739558938392,0.16215201761225,-27.5911207256,1.4221138814262495e-167,2.652628233711499e-165,164.576,4.474
CMPK2,536.6204553878,-3.8397293416495297,0.139348956745204,27.5547763781998,3.879009765370019e-167,7.179748690333328e-165,164.144,-3.84
GPRC5A,1542.7745231009399,-2.02324780704336,0.07347269201275099,27.537412222383598,6.2621482433864685e-167,1.1502275651325597e-164,163.939,-2.023
UBE2L6,3073.46618975826,-1.42058431311034,0.0516552866752099,27.5012376185708,1.6968098801569197e-166,3.093078737601199e-164,163.51,-1.421
MDM2,13118.699415123501,-1.14855713731021,0.0419702763739749,27.3659655484759,6.973259850976909e-165,1.2615832972496695e-162,161.899,-1.149
SNTB2,4885.51129960522,-1.21963947185948,0.0446410915943954,27.3210046685462,2.388163836013129e-164,4.2883580762796997e-162,161.368,-1.22
RAB3B,4418.60240412947,-1.4236562020681598,0.0521357821120791,27.3067007800449,3.531565993494899e-164,6.294558587812908e-162,161.201,-1.424
CYBRD1,1485.4759248858802,1.99251403635763,0.07302850364674901,-27.2840594680093,6.557253856687738e-164,1.1601517816148596e-161,160.935,1.993
CHD3,4700.58408165507,1.28999668862591,0.0473941084326716,-27.218503128051896,3.923092531140199e-163,6.890324998853676e-161,160.162,1.29
ZDHHC20,1945.4727101733301,1.7185821915283603,0.0632492292025888,-27.171591072259602,1.4074662701693094e-162,2.454090825566229e-160,159.61,1.719
ALDH1A1,2336.4366720365197,-1.94009177327042,0.0720100360145929,26.941963657361,7.085586607460128e-160,1.2265711147388897e-157,156.911,-1.94
CBFB,1124.33420489377,-2.19555475478744,0.081653387081455,26.8887162341131,2.976127552854639e-159,5.115112941199169e-157,156.291,-2.196
FBN1,14420.325813629099,1.32363206161875,0.0493710651708416,-26.8098745092598,2.478890316740829e-158,4.230287858256578e-156,155.374,1.324
RRP1B,1498.7001626089002,-1.7749385124319101,0.0662215932407228,26.8030173478282,2.9798776120831086e-158,5.049423598728439e-156,155.297,-1.775
SERP1,2049.04418490013,1.6248271434634098,0.0607865044662386,-26.7300638148366,2.1058703161725495e-157,3.5434581501918785e-155,154.451,1.625
UBE2H,4194.0980818117605,-1.21591650226529,0.0456233204291883,26.6512058049898,1.7330110173662594e-156,2.895813270824099e-154,153.538,-1.216
CBX1,999.695689781673,-2.2436705039130698,0.0843659462015778,26.5945041208002,7.858100634403738e-156,1.3040111549311896e-153,152.885,-2.244
FAM171A1,1749.2477675918499,1.78701882656335,0.06762223044339799,-26.426499316066497,6.797710147118167e-154,1.1203185038353296e-151,150.951,1.787
FBLIM1,3441.7559753779497,-1.34672547088032,0.0510329848772509,26.3893141684654,1.8173633222527297e-153,2.974788861227559e-151,150.527,-1.347
SLCO2A1,474.898757927443,3.4382605929184105,0.130693366207726,-26.307843256968397,1.5597531293050593e-152,2.535863499820159e-150,149.596,3.438
VMP1,5637.056493519251,-1.1304384106335201,0.0430033169937975,26.2872375820815,2.683675836924499e-152,4.3338663079246485e-150,149.363,-1.13
IFITM1,1346.9460713727,-2.00247011008093,0.0762400293957768,26.2653375916963,4.775357952613128e-152,7.660310870385128e-150,149.116,-2.002
HLA-B,1760.2696757143103,-1.98676432311986,0.0756478341770367,26.263333838088304,5.033785394867529e-152,8.021387031212087e-150,149.096,-1.987
RTCB,1461.1586846498499,-1.7794912077869498,0.0679325726101991,26.194962731615895,3.0328483394056995e-151,4.801078733077628e-149,148.319,-1.779
ZNF518B,2954.7006226776803,1.47261996994848,0.0563294293641566,-26.1429946401257,1.1839414906865195e-150,1.8619607940456795e-148,147.73,1.473
RNF14,1323.4481660667698,-1.88598984228468,0.0721452060736168,26.141582302228397,1.2285378610038198e-150,1.9195505202255794e-148,147.717,-1.886
FADS1,2513.0995766357396,1.5636631907105702,0.059913069450499,-26.098866325026002,3.7554429432434494e-150,5.829901167762828e-148,147.234,1.564
RSAD2,796.385268155183,-3.0538685316373395,0.117249458711905,26.0459072919136,1.4969277501062393e-149,2.3089150976318192e-147,146.637,-3.054
TP53INP1,2378.10122814793,-1.62020415192533,0.0622481484161224,26.028150124151896,2.3784255313949096e-149,3.6452022379888086e-147,146.438,-1.62
HIST1H1B,428.034078384598,-3.96768523742455,0.152740057216651,25.976716977371897,9.077491736950606e-149,1.3824215580664895e-146,145.859,-3.968
CFAP54,2386.36231996926,1.6455784016863102,0.0633697140604702,-25.967900062102604,1.1417326068094696e-148,1.7278220116383295e-146,145.763,1.646
FAM107B,4966.88560401354,-1.1867309601399498,0.0457588448795399,25.934460611145703,2.7227023963630394e-148,4.094604066330468e-146,145.388,-1.187
POLR3G,1003.4729698189301,-2.2407720496007903,0.0865452531627733,25.8913339289259,8.337984954509108e-148,1.2461403352509194e-145,144.904,-2.241
TLL1,1597.97237716401,-1.76630756695208,0.0683038383772196,25.8595652735846,1.8993065289129095e-147,2.8210564011544796e-145,144.55,-1.766
CFH,3263.9999096290803,1.53512507383647,0.0597539019167467,-25.6907921423326,1.4814252326885296e-145,2.186874475395789e-143,142.66,1.535
CCDC80,1601.25420753185,1.77600856313945,0.0693775498222598,-25.5991825553,1.5578515663100094e-144,2.2856722188141196e-142,141.641,1.776
SGPL1,829.4992233111091,-2.6125371077896897,0.10216933011217899,25.570659070791503,3.2355218810276596e-144,4.718371363714389e-142,141.326,-2.613
GFM1,2253.0053984052697,-1.4970402014091202,0.0585777792156585,25.556451976399803,4.6549359554969793e-144,6.747413792841468e-142,141.171,-1.497
TFRC,2451.4933532569503,-1.6235942634103502,0.0635535014746991,25.5468892466406,5.945561568230848e-144,8.566592961363508e-142,141.067,-1.624
SCN9A,720.9617004457651,2.63527833304477,0.10320862049651301,-25.5335098983695,8.371880006584056e-144,1.1990724804668195e-141,140.921,2.635
BANF1,549.145322986686,-2.92708357120934,0.114747536317745,25.508901237792102,1.5703481863210195e-143,2.2358413052814392e-141,140.651,-2.927
IFIT3,2387.55572603958,-1.76475265939459,0.0693107008790516,25.461474736406398,5.268922752409249e-143,7.457695251086548e-141,140.127,-1.765
ZNF521,4493.52970735428,1.2356014539173301,0.0486064939368833,-25.4205015387819,1.4966736110867394e-142,2.1060210777759696e-140,139.677,1.236
CBX5,4367.7333227347,1.5089360716295799,0.0593934662238437,-25.405758706566502,2.1781696418014992e-142,3.047158018664399e-140,139.516,1.509
MAP4K2,3239.11756890778,1.2620210338231599,0.0498762064042022,-25.303067831494698,2.9553125679814894e-141,4.110446879235299e-139,138.386,1.262
UNC13B,2525.7548426839803,-1.3815652430108798,0.054611584568750995,25.2980252069342,3.358129993546709e-141,4.643869189926489e-139,138.333,-1.382
PDE4B,2488.1524914300303,-1.7112583452265802,0.0676466217660423,25.297025934938898,3.444238229988189e-141,4.735729159427189e-139,138.325,-1.711
IGF2BP2,2077.7478470452497,1.45955452575838,0.0578517952458435,-25.2292002271657,1.9160822656715494e-140,2.619589288442539e-138,137.582,1.46
KIF3B,1075.39247926705,-2.17891380214285,0.0864561377745756,25.2025345826125,3.757426067236609e-140,5.1079766118557783e-138,137.292,-2.179
MCAM,28583.341982590096,-0.936034463115658,0.0372360893405965,25.1378294469594,1.9200510424609596e-139,2.5955206844772795e-137,136.586,-0.936
OAS2,5562.86672410948,-1.08880369804083,0.0433523722761612,25.1152045637777,3.393065841577309e-139,4.561114540783979e-137,136.341,-1.089
TSPYL1,932.149492861052,-2.18222244555552,0.0871560141705598,25.038116604151,2.3521311522669796e-138,3.1442766547693294e-136,135.502,-2.182
WASF2,1178.17195768226,-1.9515819649831203,0.0779815107018117,25.026213873255703,3.170048567704719e-138,4.21423804619397e-136,135.375,-1.952
MYH10,4872.830831597321,1.5805602178504699,0.0631608553819152,-25.0243637185293,3.3205195522422195e-138,4.390018761870999e-136,135.358,1.581
DHX58,925.046532858951,-2.05747920869714,0.0827944079386729,24.850461038638603,2.5563622771138994e-136,3.361267164585489e-134,133.473,-2.057
LIMCH1,1177.54179700968,2.51031054680079,0.101059696049709,-24.839878259341102,3.3265668279863695e-136,4.350209294293919e-134,133.361,2.51
ERV3-1,3047.09002354829,1.72755916518608,0.0695673686385712,-24.832895062646397,3.9576817076265795e-136,5.147553364805988e-134,133.288,1.728
JAK3,554.45341946848,2.88897527027619,0.116519889100325,-24.793838138558,1.0447483731604797e-135,1.3443173986624397e-133,132.871,2.889
USP18,1969.84715505052,-1.7769317632009398,0.0716678950663182,24.793971715740298,1.0412884026509097e-135,1.3443173986624397e-133,132.871,-1.777
MAPK6,2391.83209637366,1.61496620394129,0.065617999908411,-24.6116340972819,9.482815278645078e-134,1.2136994746529696e-131,130.916,1.615
TRIM21,834.857780157883,-2.2657606164946698,0.0921149615529562,24.5970966963071,1.3568537294069196e-133,1.7183481282625895e-131,130.765,-2.266
C12orf49,1508.74617032427,-1.8626009882963401,0.0757239535818581,24.5972496177561,1.3517512220850695e-133,1.7183481282625895e-131,130.765,-1.863
HMOX1,1312.94279664936,2.0127955038418897,0.0820442388166895,-24.533051105989898,6.560401835971277e-133,8.264732407180147e-131,130.083,2.013
TNFSF4,2910.6316055580296,-1.58251818306236,0.0645724818980483,24.507625176324396,1.2250144844135296e-132,1.5352238814561596e-130,129.814,-1.583
DIXDC1,2334.45420524915,1.5675339658103897,0.0639622696332513,-24.507166096487303,1.2388978944026295e-132,1.5445782971562697e-130,129.811,1.568
EPAS1,11495.5768941467,-1.24347426482689,0.0507587191461359,24.497747101279,1.5611049176063295e-132,1.9362529137857493e-130,129.713,-1.243
DLGAP5,413.37927516059096,-3.55944073306592,0.145533612231779,24.457860136097604,4.151058131967879e-132,5.122192860072359e-130,129.291,-3.559
HELZ2,2298.3335932250798,-1.7914075269929701,0.0736690608624369,24.3169589244268,1.2971467036816195e-130,1.5924461216319897e-128,127.798,-1.791
EML1,814.062801968726,2.45222228889868,0.100917230043984,-24.299342023457104,1.9919689832113795e-130,2.4330333844686394e-128,127.614,2.452
LRRC8C,1892.00035629227,-1.7578564053466001,0.0725580264160175,24.226904894956498,1.1584291591381798e-129,1.4077839609688298e-127,126.851,-1.758
KIF20A,548.383364985596,-2.86282400133053,0.11832785748255803,24.193998456809002,2.573068690426039e-129,3.111215016534239e-127,126.507,-2.863
USP22,3860.30762105541,-1.1467029919650502,0.0475429067524486,24.1193286295225,1.5673222571533795e-128,1.8856454075812298e-126,125.725,-1.147
