GeneID,Base mean,log2(FC),StdErr,Wald-Stats,P-value,P-adj,q,logFC
C3orf36,7.944967267953481,2.78247074635607,0.5638840089827679,-4.93447358327393,8.03672215816403e-07,4.09095850581221e-06,5.388,2.782
NUBP2,349.79560946903297,-0.678982544768832,0.13763376335264402,4.933255679634,8.08701821560019e-07,4.11569019255017e-06,5.386,-0.679
TMEM97,521.488359140159,0.486872433014438,0.0987260555693966,-4.93154953073361,8.15798756772864e-07,4.1509303627550496e-06,5.382,0.487
NARF,1147.0937760582199,0.38108449213776796,0.0772843363913472,-4.93094085984071,8.183450850090979e-07,4.16300622314776e-06,5.381,0.381
ZNF778,246.62480398145402,-0.695978725297247,0.141156137778258,4.93055942342769,8.19944694847742e-07,4.1702619419628795e-06,5.38,-0.696
ANKRD50,4783.59775241026,-0.282562039580767,0.0573173443999671,4.92978246879367,8.23212288069812e-07,4.18599621207435e-06,5.378,-0.283
SNAPC2,325.585632126039,-0.651252695792149,0.132124374839013,4.9290881912264,8.2614277879295e-07,4.20001004506992e-06,5.377,-0.651
RP11-255A11.21,17.4828303101404,2.32050275205661,0.471004822376519,-4.92670699282483,8.362701447308929e-07,4.25059827260556e-06,5.372,2.321
DPH3,657.936237366914,0.43772590111722204,0.0888488531114374,-4.92663535643179,8.36576663198377e-07,4.25125821961549e-06,5.371,0.438
FSTL3,111.727397345362,-1.07653333089631,0.218538167363647,4.92606551927819,8.390187442051929e-07,4.26276795250536e-06,5.37,-1.077
DDA1,781.416696728259,-0.44594800459949396,0.0905391036684009,4.9254740386295,8.4156084106301e-07,4.27478086503233e-06,5.369,-0.446
CHERP,114.99625906395201,-1.0489170394115102,0.21296172055303303,4.92537831065421,8.41972962597223e-07,4.27597159687936e-06,5.369,-1.049
SMARCD2,1226.83141305874,0.354112126661443,0.0719052994340564,-4.92470137039336,8.448928313950979e-07,4.28989476873367e-06,5.368,0.354
NUP205,2386.38494068947,-0.283337110755608,0.0575591017438852,4.922542259542951,8.54271092148251e-07,4.33659726144963e-06,5.363,-0.283
SLC35E2,428.881836736702,0.5533594899722071,0.11243300077823801,-4.92168212305967,8.580350141849421e-07,4.35386725249222e-06,5.361,0.553
WI2-1896O14.1,23.977970090840103,2.11046615394613,0.42880804266406,-4.9217037554482905,8.579401562665309e-07,4.35386725249222e-06,5.361,2.11
KCTD16,18.092433409588498,2.23069500827589,0.453442099255666,-4.91947045044475,8.67786673999831e-07,4.40242103094749e-06,5.356,2.231
CTB-152G17.6,100.668812212034,1.06903721665413,0.217364586205005,-4.918175657399309,8.73545085063081e-07,4.43070021854719e-06,5.354,1.069
FAM134A,1782.69305224555,0.29807115482126595,0.0606451959310064,-4.9150002773570005,8.878233385398451e-07,4.50217179598435e-06,5.347,0.298
MYO18A,603.000935162981,0.48636373317423404,0.0989575106427879,-4.9148743740117595,8.883940759771009e-07,4.50411678385188e-06,5.346,0.486
RP11-513G19.1,91.0558309759907,1.1234526450233302,0.22860266083707897,-4.914433808029861,8.90394005455646e-07,4.51330536323441e-06,5.346,1.123
RP11-612B6.1,15.1633382968325,2.5289661968017403,0.51464318253552,-4.91401864946923,8.92282565958128e-07,4.52192567440701e-06,5.345,2.529
ERP44,1210.7816734994099,0.38996660968167995,0.0793589255106002,-4.91396030342663,8.925482916268671e-07,4.5223198553644304e-06,5.345,0.39
MIR497HG,19.166697523544396,-2.1908220900555198,0.44594809422130705,4.91272889927028,8.98174288703142e-07,4.54986731258421e-06,5.342,-2.191
LNX2,349.03890329517304,-0.606034235184297,0.123386889822786,4.91165824873867,9.0309357713809e-07,4.5738239640279405e-06,5.34,-0.606
NMI,505.871163449214,-0.55867894445705,0.113770916212676,4.91056030007434,9.08165230149296e-07,4.59854203868947e-06,5.337,-0.559
ZNF787,196.20794617522702,-0.807741934056866,0.164523744210655,4.90957665674467,9.127321637177929e-07,4.62069457676784e-06,5.335,-0.808
ZNF212,120.103844628953,-0.9729194085364901,0.19822638058939498,4.908122751591731,9.19522983552187e-07,4.65409382209355e-06,5.332,-0.973
HIC1,276.024893539726,0.7403400570727808,0.150875313662436,-4.9069661504015,9.249598882988741e-07,4.68062772497319e-06,5.33,0.74
RP11-322M19.1,512.439500528234,0.48957721383582703,0.0997945413079774,-4.90585163696414,9.302282224598059e-07,4.70629762170476e-06,5.327,0.49
ATAD2,402.38943359462996,-0.5705040748061371,0.11633973426180198,4.9037766711957405,9.401137028666729e-07,4.75531131351228e-06,5.323,-0.571
TRIM14,354.14624960504403,-0.6334252019933979,0.12917634479689502,4.90356963567392,9.41105585145983e-07,4.75932799280846e-06,5.322,-0.633
CBX6,1630.56112702836,0.31142353696462605,0.0635226450733437,-4.90255934092566,9.459602575099501e-07,4.78287365333146e-06,5.32,0.311
PTPN23,230.670992853895,-0.7114725546735009,0.14512600124468697,4.90244717398321,9.465007271372329e-07,4.78460094461683e-06,5.32,-0.711
MKRN1,1476.3064305413,0.31611509515054403,0.0644852758499116,-4.902128291833571,9.4803886593631e-07,4.79136971059851e-06,5.32,0.316
RPS27A,8902.01559827032,-0.185196430171832,0.0377927297206987,4.90031896453358,9.56811884486224e-07,4.8346928946886805e-06,5.316,-0.185
GAS2L3,353.075584788111,-0.608034681070794,0.12409511627018198,4.8997470597228805,9.596011409019001e-07,4.84745845754254e-06,5.314,-0.608
MBTD1,373.137445028534,0.589153982666086,0.120242417168194,-4.899718390075121,9.59741172460006e-07,4.84745845754254e-06,5.314,0.589
PCM1,4709.7428832247,0.291828660249016,0.0595744987314402,-4.89854999140773,9.65464765460999e-07,4.87534379570253e-06,5.312,0.292
SLC16A2,27.416269951930698,1.93585203175158,0.39521578665099705,-4.89821534750856,9.67110117923723e-07,4.88262770824184e-06,5.311,1.936
APBA3,203.389972566333,-0.7529825783225441,0.15375670491325502,4.89723409946483,9.719502228065158e-07,4.90603445797574e-06,5.309,-0.753
SCN1A,12.2770909742795,2.6080399280488398,0.532791437149385,-4.89504850528893,9.828148432234042e-07,4.959834470981871e-06,5.305,2.608
MAMDC4,140.59239472599398,-0.9181258729766841,0.18758080819945602,4.89456187863543,9.85249735273763e-07,4.97107970856727e-06,5.304,-0.918
GLTSCR1L,258.191368328685,-0.708521679249201,0.14477075146285098,4.89409409075984,9.8759583875903e-07,4.98187234218444e-06,5.303,-0.709
IQCG,157.65809923923598,0.860266381426499,0.17579882103136998,-4.89347070918633,9.907306533089909e-07,4.99663822677027e-06,5.301,0.86
TRAF3IP2,451.055195949744,-0.5827577829541031,0.119098018975467,4.8930938395721295,9.92630470431917e-07,5.0051706579071195e-06,5.301,-0.583
CUL1,1562.12720973293,0.349237286693637,0.0713764861270718,-4.89288988073591,9.936600983419269e-07,5.009312651645391e-06,5.3,0.349
CACUL1,2149.28883666421,0.291438935679261,0.0595699584613494,-4.89238104586483,9.962332895170842e-07,5.02123280527023e-06,5.299,0.291
NGRN,191.21784562646098,-0.7901621582185809,0.161620214766764,4.88900574324116,1.0134653931016599e-06,5.1070166049868206e-06,5.292,-0.79
RBM25,2595.87243754576,-0.30084335934192796,0.0615442970836423,4.888241049094519,1.01740909983008e-06,5.12581611392619e-06,5.29,-0.301
EXOSC8,477.015172913616,-0.547719219255131,0.11210210867356402,4.885895776055969,1.02959655849352e-06,5.1861319636740995e-06,5.285,-0.548
PANK2,831.755159437632,0.4065667897591379,0.0832314046578275,-4.88477626240449,1.03546366005418e-06,5.214593258313849e-06,5.283,0.407
TET3,583.59859502653,-0.45723683453717895,0.0936538148477949,4.88220191863273,1.04907750549071e-06,5.28204706782118e-06,5.277,-0.457
PLD6,54.1461066392315,-1.40950837637119,0.288709656111185,4.88209641255772,1.0496391097925302e-06,5.2837690920141796e-06,5.277,-1.41
CTDP1,218.197032462428,-0.777850279964345,0.15941972902849802,4.87925983003832,1.0648470455927099e-06,5.35920301423378e-06,5.271,-0.778
PRAG1,578.633564146802,-0.48384443827202606,0.0992141640877415,4.876767775255661,1.07838264704002e-06,5.42619055898725e-06,5.266,-0.484
MIR17HG,88.33410337765,-1.1517976305513702,0.23621910294478,4.87597157127728,1.08274202483726e-06,5.446986954136319e-06,5.264,-1.152
CARM1,762.222777308369,-0.4066855748774079,0.0834238520333511,4.874931628844269,1.08846146792201e-06,5.4746153514087505e-06,5.262,-0.407
JAK1,19710.3025274043,-0.191281762907772,0.0392477520999872,4.87369983433609,1.09527367236447e-06,5.50772729455255e-06,5.259,-0.191
KDR,29550.8914853606,0.18992364087508,0.0389830894443596,-4.8719494422358895,1.1050244978953e-06,5.55559955460858e-06,5.255,0.19
NSMCE2,498.982772996402,-0.499732647190632,0.102576478659827,4.87180544428599,1.10583036865072e-06,5.5584897285301e-06,5.255,-0.5
PCDHGA11,310.294774111634,0.6199722572760991,0.12726200381106698,-4.87162105506771,1.1068631110682199e-06,5.56251883427808e-06,5.255,0.62
LIG1,773.000316889581,-0.423593148224177,0.0869670686667453,4.87073043530271,1.11186445014939e-06,5.58648619743051e-06,5.253,-0.424
PDK3,103.281710577114,-1.09309676340184,0.22448718391082198,4.86930587465554,1.11990941297565e-06,5.62573283820878e-06,5.25,-1.093
TSTD1,141.739153270468,0.919674828689955,0.18893407547477103,-4.867702273287191,1.12903249450274e-06,5.67037776721454e-06,5.246,0.92
POLA1,252.80125387270002,-0.696220016268162,0.14303305367814498,4.8675463353723,1.1299234495648e-06,5.67366820605762e-06,5.246,-0.696
DSCR3,1156.8099067046198,-0.34433746126555,0.0707431074203617,4.86743477664145,1.13056125817035e-06,5.67568641646046e-06,5.246,-0.344
SETD5,1895.0642583195602,0.35033108487498804,0.07199979462733799,-4.865723391132679,1.14038919733993e-06,5.723830802334851e-06,5.242,0.35
CEND1,38.8249876784617,1.73459025668828,0.356602518989179,-4.86421201287396,1.14913687260142e-06,5.76653418739009e-06,5.239,1.735
FAM131A,326.073338809086,-0.634398148648352,0.130425688158616,4.86405828180743,1.15003025849254e-06,5.7698140283251606e-06,5.239,-0.634
POLK,806.2853054123469,0.447155498437399,0.0919343396307049,-4.863857185830651,1.1511999076481501e-06,5.774478252622429e-06,5.238,0.447
ZNF30,86.5960064475184,1.1055280970640702,0.227350398922714,-4.862661786838929,1.15817645504574e-06,5.808262163674591e-06,5.236,1.106
FOXJ3,650.254582442387,0.44865327280690503,0.0922712822439796,-4.862328363667861,1.16012961259695e-06,5.81678142583443e-06,5.235,0.449
FAM151B,85.1714590909628,1.1633883757465,0.23926761770966898,-4.86228929297979,1.16035869187953e-06,5.81678142583443e-06,5.235,1.163
VBP1,973.431478253636,-0.39390193746274205,0.0810464971696033,4.86019693902916,1.1726903617753099e-06,5.87737460633982e-06,5.231,-0.394
RP11-330H6.6,7.89090472218813,-2.74265663285988,0.564387493735353,4.859527653080731,1.17666146908703e-06,5.8960492022432504e-06,5.229,-2.743
AC005682.6,16.1750282309684,2.3054052528832703,0.474544834562182,-4.85814002171208,1.18493603226518e-06,5.93627541294289e-06,5.226,2.305
NUDT15,225.965962934211,-0.7135580650344621,0.14688383458132098,4.857975467949871,1.18592098538263e-06,5.93997309539483e-06,5.226,-0.714
TRAPPC3,1237.40949928436,-0.331789032793133,0.0683038395030205,4.8575458598994405,1.18849616181321e-06,5.95163260053061e-06,5.225,-0.332
FAM214B,915.568266994152,0.46022456243886,0.0947479125261518,-4.85735833295357,1.18962193049081e-06,5.95426483300876e-06,5.225,0.46
IREB2,1694.7976291669102,0.291127010522302,0.0599355472420795,-4.85733465227974,1.18976416412211e-06,5.95426483300876e-06,5.225,0.291
YWHAH,1620.1471566801001,-0.301957973194458,0.0621644404161626,4.85740676137334,1.1893311049912201e-06,5.95426483300876e-06,5.225,-0.302
CLPP,573.3125363754029,0.469273017249891,0.0966230808988357,-4.85673829569996,1.19335146969046e-06,5.9709758918053394e-06,5.224,0.469
GBP5,7.67494371325751,-2.7392270103992598,0.564204928539443,4.85502141480808,1.2037373435885598e-06,6.02168980487065e-06,5.22,-2.739
HNRNPH1,8201.444041866991,-0.21199578665263696,0.0436726577148775,4.85419934909111,1.2087409749496001e-06,6.045463591610311e-06,5.219,-0.212
PLIN2,1846.33824742129,0.28397545719239803,0.0585072742700636,-4.853677781699361,1.21192594497109e-06,6.060133434724491e-06,5.218,0.284
FN3KRP,283.62430963025,-0.641936923604444,0.132308837547422,4.8518068445303895,1.22341744898073e-06,6.1163246742934196e-06,5.214,-0.642
CDKN2C,88.58769614632808,1.1546415631323899,0.23798558814991602,-4.85172893076633,1.22389827044224e-06,6.11745745396368e-06,5.213,1.155
C2CD3,823.658960326322,0.392341515493935,0.0809005591595283,-4.84967618975629,1.2366318361351801e-06,6.17982040313287e-06,5.209,0.392
DDOST,5900.80704225567,0.22075782678162303,0.0455207554428903,-4.84960815420962,1.23705604881178e-06,6.1806566957036905e-06,5.209,0.221
RP11-513P18.2,18.775211091051396,2.24960515871274,0.463952046614929,-4.84878809162765,1.24218029790755e-06,6.2049703816174895e-06,5.207,2.25
MIF4GD,209.964103979025,-0.741923446449213,0.15318258478720498,4.84339291884821,1.27640523409444e-06,6.37460829032386e-06,5.196,-0.742
FAM229B,218.309711582263,0.7771909129460349,0.16048612282273098,-4.84272969697511,1.28067454530924e-06,6.39450484599724e-06,5.194,0.777
APCDD1,19.4962161654877,2.1720154501623403,0.44851410388166296,-4.84269152600697,1.28092067815255e-06,6.39450484599724e-06,5.194,2.172
AKAP10,761.563039962366,-0.41591830672157204,0.0858910874561401,4.84239190630761,1.28285425751194e-06,6.40282911102517e-06,5.194,-0.416
PITPNC1,102.368395348016,-1.0526104023571,0.21738700638169103,4.84210358234987,1.284717591028e-06,6.41079939347071e-06,5.193,-1.053
UBE2J2,592.953327449321,-0.477500836316447,0.0986188527415639,4.84188188203492,1.28615213025328e-06,6.41662711137349e-06,5.193,-0.478
INO80E,384.76411851954805,-0.5908321585219001,0.122041343158103,4.8412459518450595,1.29027554860554e-06,6.4358644797981796e-06,5.191,-0.591
TMEM57,727.0694787749769,-0.414446103576669,0.0856548268007319,4.838560990156929,1.3078256476918001e-06,6.52205196575338e-06,5.186,-0.414
SMG1,3387.06287022737,-0.274316478465716,0.0567070469424706,4.83743191113461,1.3152741862254e-06,6.55783826542803e-06,5.183,-0.274
KATNAL2,47.654837305584294,1.49666956087246,0.30942119827173,-4.83699749478088,1.31815088815849e-06,6.5708196956431706e-06,5.182,1.497
PLEKHH2,140.192185511651,0.95173842121273,0.19680012225693502,-4.83606620919766,1.32433826075371e-06,6.60029561521455e-06,5.18,0.952
ELF2,692.681070894301,0.471990339477507,0.0976034959085382,-4.8357933810055,1.32615618943993e-06,6.60798720859467e-06,5.18,0.472
NLRP12,18.193104138682397,-2.27318166197067,0.470108031265669,4.8354452823335,1.32847915089002e-06,6.61819157944426e-06,5.179,-2.273
COX7A2,1893.98993763898,-0.3297397685848039,0.0682669386999864,4.83015314388002,1.3642807866846902e-06,6.79514061047549e-06,5.168,-0.33
DBF4,301.655627892868,-0.613155360156063,0.127038461354871,4.8265332688757,1.3893019456223e-06,6.918332660505729e-06,5.16,-0.613
HSD17B2,10.7424201644466,-2.6047246403641804,0.539820286585456,4.82516997803089,1.3988391509628098e-06,6.964383954162469e-06,5.157,-2.605
PDHB,1238.1391004781099,0.34509553591708103,0.0715403235033719,-4.82379054241789,1.40855336832869e-06,7.009847186913119e-06,5.154,0.345
CTD-3099C6.9,181.644328463922,0.796474085314731,0.16511331876377,-4.82380277543969,1.40846693692288e-06,7.009847186913119e-06,5.154,0.796
RTN3,3179.4293957904497,0.277008215862055,0.0574260299236345,-4.823739621743361,1.4089131989572902e-06,7.010188046590241e-06,5.154,0.277
HOMER1,63.654997097684095,1.2688141136361002,0.26305309557593,-4.82341449302526,1.4112128039588899e-06,7.02017831070058e-06,5.154,1.269
MUTYH,141.072702005398,0.91901157407769,0.19053404513338196,-4.8233457355841205,1.41169958105572e-06,7.021148267747591e-06,5.154,0.919
NEB,357.309928058076,0.605465607405401,0.125532172854529,-4.8231906899837895,1.4127978388399999e-06,7.02225606241851e-06,5.154,0.605
STRBP,439.8272850689,-0.543105539363024,0.112602786842805,4.82319802724958,1.41274584716758e-06,7.02225606241851e-06,5.154,-0.543
ZMYM5,310.0746229371,0.6004409236598199,0.124490387236953,-4.82319106708979,1.41279516663194e-06,7.02225606241851e-06,5.154,0.6
BISPR,101.67229145661501,-1.01494840028909,0.210584194908845,4.81967984695354,1.43788779955925e-06,7.14548868917695e-06,5.146,-1.015
TFEC,1430.81431993225,0.38613613203626795,0.0801573186486584,-4.81722865168133,1.45565847875354e-06,7.23230524793879e-06,5.141,0.386
TTC21B,901.690066407235,0.4179507444431121,0.0867669949668487,-4.816932343949451,1.4578209037929702e-06,7.241553795843599e-06,5.14,0.418
SIDT2,567.892151078654,-0.47336313033441796,0.0982959486404029,4.8156931885985195,1.46689765446517e-06,7.28513753596306e-06,5.138,-0.473
ALKBH8,375.373603985337,0.6101809043082479,0.126825633464316,-4.81117963018046,1.5004208914050301e-06,7.450088214813831e-06,5.128,0.61
BRIP1,110.32538620221202,-0.9841849856307429,0.20458538320602399,4.81063197286013,1.50453822863499e-06,7.4689908928027894e-06,5.127,-0.984
RP11-332H14.1,9.41116521686849,2.6406751002029,0.5489649677826199,-4.81027980869,1.5071915668777701e-06,7.48061953015943e-06,5.126,2.641
SIPA1L3,422.670246523315,-0.542018839250899,0.112711734089869,4.8088945097653,1.51767265603149e-06,7.5310867084821e-06,5.123,-0.542
MRPL57,656.115335483354,-0.449236159841007,0.0934206502484096,4.80874580348636,1.51880191470403e-06,7.535136427135741e-06,5.123,-0.449
PIR,3574.0800663417103,0.25440543438056,0.0529096973348395,-4.80829502332158,1.52223002649638e-06,7.55058728046916e-06,5.122,0.254
SNW1,1469.44616029458,-0.32609469354432,0.0678445460587979,4.80649827418268,1.53596808409499e-06,7.6171607665898e-06,5.118,-0.326
PLBD1,22.989981795825,2.00869588566865,0.417957492970242,-4.80598127669329,1.53994311213175e-06,7.63530005442289e-06,5.117,2.009
EBP,497.167741224088,-0.505839913664061,0.10526210626720801,4.8055271892430405,1.54344260143154e-06,7.65107455204897e-06,5.116,-0.506
LACTB,656.61697201457,0.42694186995052896,0.0888549779286891,-4.8049291092410495,1.54806345757352e-06,7.67240018869908e-06,5.115,0.427
ATPAF2,196.33798983538102,0.799856539093814,0.16649607537504998,-4.80405641569662,1.55482988831989e-06,7.70434859405954e-06,5.113,0.8
ERI3,528.177042053266,-0.477303082084823,0.0993678399265711,4.8033959723541395,1.55996952809579e-06,7.728224579996069e-06,5.112,-0.477
IL18RAP,23.1659440024823,2.07670583963685,0.43246805712855196,-4.80198665636835,1.57099164157517e-06,7.78122702338033e-06,5.109,2.077
TMOD1,11.387793685813902,2.5625114369581,0.533866623502146,-4.799909423346451,1.58737406239883e-06,7.860752148475121e-06,5.105,2.563
RP13-204A15.3,30.5850415190478,1.88515488975806,0.39289954131922206,-4.79805826046106,1.60211182997372e-06,7.932101821569459e-06,5.101,1.885
MRPS10,703.952458738806,-0.43691121637660496,0.0910872644176351,4.79662243860313,1.6136334041166902e-06,7.98750194812913e-06,5.098,-0.437
GIGYF2,2013.6448313522,-0.27844523672206295,0.0580561711262566,4.7961350416395705,1.6175625361549999e-06,8.005304349025439e-06,5.097,-0.278
CD302,86.0843094688722,1.1469856036322,0.23920194397792702,-4.7950513468153,1.6263316834810102e-06,8.04704770057991e-06,5.094,1.147
LLPH,322.00440629789,-0.626066123453655,0.130591316596125,4.794086925318839,1.63417409684667e-06,8.08418937465552e-06,5.092,-0.626
PIAS3,746.443705203471,0.427803955583181,0.0892511283605471,-4.79326103144584,1.6409189230846001e-06,8.11588717929326e-06,5.091,0.428
EEF2K,869.156982448838,0.379315596142717,0.0791427261415576,-4.79280427444791,1.64466060278188e-06,8.132721624360381e-06,5.09,0.379
KIAA1324,78.8302066318795,-1.18059457105747,0.246479085487951,4.78983670651107,1.66917091612225e-06,8.25222736464629e-06,5.083,-1.181
ACIN1,2669.99521380536,-0.24762468287930897,0.0517026993504536,4.78939564065791,1.67284368834237e-06,8.26868628366765e-06,5.083,-0.248
DNAJC10,4967.915492003621,0.254548235157931,0.0531543647812724,-4.78884916046659,1.67740502440144e-06,8.28952961535172e-06,5.081,0.255
GK,108.78199859010901,0.9834098952419971,0.205376776888883,-4.788320812796,1.68182637682899e-06,8.309672747281171e-06,5.08,0.983
MPC2,327.273076983684,0.5983557329048721,0.125020534577648,-4.78605962553491,1.70087545650486e-06,8.40206635894478e-06,5.076,0.598
SUCO,2157.1933235968,0.293937157471357,0.0614372699290527,-4.78434601359717,1.7154495022722e-06,8.47232059188704e-06,5.072,0.294
HNRNPLL,827.9724099185311,0.390195337290345,0.0815590755029403,-4.78420500580929,1.71665408471954e-06,8.476529978764931e-06,5.072,0.39
TMEM126A,525.935412563578,-0.513334680472715,0.107301298149026,4.78404911522847,1.71798675204142e-06,8.48136996873629e-06,5.072,-0.513
BRWD3,774.30935413738,-0.45222689340127503,0.0945289014674418,4.78400665173322,1.71834993349575e-06,8.4814227896974e-06,5.072,-0.452
MAP2,1196.40746980861,0.336488807206536,0.0704085102715018,-4.779092838479389,1.7608787758355202e-06,8.68955395901441e-06,5.061,0.336
RAP2B,1377.9644468216502,-0.34888124880904803,0.0730639006524391,4.77501537275783,1.7969352705396e-06,8.862798001048981e-06,5.052,-0.349
BNIP3L,888.878861763801,0.40953004787907005,0.0857651175123276,-4.77501879269512,1.7969047332865002e-06,8.862798001048981e-06,5.052,0.41
DERL1,966.086384030176,-0.39698487562164503,0.0831382288459738,4.774997989879241,1.79709049318918e-06,8.862798001048981e-06,5.052,-0.397
RPL36AL,2730.1599770230605,-0.267354122715742,0.0559929093352256,4.77478534139227,1.7989904084101899e-06,8.870349837533999e-06,5.052,-0.267
LINC00346,39.8193766124307,1.5791656768710403,0.330784758064823,-4.773997708085379,1.8060443736841801e-06,8.9033066419973e-06,5.05,1.579
CAD,1524.22777894055,-0.36891228134464504,0.0772922042520327,4.772955887526571,1.81541565225928e-06,8.94767132827995e-06,5.048,-0.369
CDC42SE1,3043.09618826231,0.24187315668924,0.0506835981203211,-4.77221755478058,1.8220852997851399e-06,8.97870499353471e-06,5.047,0.242
DPM3,136.224009098669,-0.9330760477730881,0.19555995001126103,4.771304388855481,1.83036685597904e-06,9.0160900925015e-06,5.045,-0.933
CNOT11,800.833983224237,-0.39009162807074704,0.0817579611483309,4.77129838601303,1.83042141558764e-06,9.0160900925015e-06,5.045,-0.39
NIPAL2,298.187139918792,0.629989311058589,0.13206112451695698,-4.770437275639701,1.83826422691141e-06,9.05286815962798e-06,5.043,0.63
ACOT7,586.594964691684,0.46264493470204904,0.0970022140147194,-4.769426547644009,1.8475109180185901e-06,9.096543423237821e-06,5.041,0.463
THSD1,1112.10657267914,-0.38034435334209293,0.0797558805608529,4.76885654910291,1.85274526694828e-06,9.12044938897493e-06,5.04,-0.38
ARHGAP35,2339.85876461602,-0.257637589114707,0.0540292153031142,4.76848659876534,1.8561501770388302e-06,9.13534169766996e-06,5.039,-0.258
RP11-124N14.4,29.198206313471104,-1.8495657330435902,0.387916171434813,4.767952122754941,1.86107995079631e-06,9.15773124254825e-06,5.038,-1.85
MRPL20,943.236689522707,0.359684179564408,0.0754546848819075,-4.7668899568972005,1.87091427392496e-06,9.204240290162e-06,5.036,0.36
C14orf80,59.3615594878267,-1.3689824727202902,0.28723679668827695,4.76604142820175,1.8788064419771701e-06,9.24117755659335e-06,5.034,-1.369
SNX8,419.86596341152,-0.5337241171870301,0.111989749187151,4.76583009660198,1.8807770075291902e-06,9.248979430853729e-06,5.034,-0.534
ZNF483,122.71626682038999,1.10579451435547,0.232061465500855,-4.765093213424509,1.88766363438087e-06,9.28094858407695e-06,5.032,1.106
B3GLCT,634.8209142404049,0.44641500659704797,0.0936916845909465,-4.764723876468599,1.8911244237896197e-06,9.29606453222184e-06,5.032,0.446
RFX2,95.5339287171554,1.16398676062948,0.244299060248992,-4.7645977820918795,1.89230735824711e-06,9.299979504522451e-06,5.032,1.164
MACF1,34918.773428423796,0.20188025209379898,0.0423729448481978,-4.7643668104032,1.89447602665468e-06,9.30873640052378e-06,5.031,0.202
TBL2,552.118483166561,-0.48068317961829604,0.10090783243376199,4.76358641370905,1.90182110348218e-06,9.34291943486895e-06,5.03,-0.481
LRRC17,101.529404062838,1.0500489409533,0.22045866989713003,-4.76301948770385,1.9071741482237998e-06,9.36730442020026e-06,5.028,1.05
TMEM188,312.18281591184103,-0.630235160290122,0.132339080098737,4.7622755109065995,1.91422091341172e-06,9.39999665683933e-06,5.027,-0.63
LRRFIP1,2137.48614163135,-0.29260944281162,0.0614558801781355,4.7612928488448,1.92356679513703e-06,9.443963318626241e-06,5.025,-0.293
TECR,253.519476543326,0.686483775097875,0.14418457295523499,-4.76114580795692,1.92496903364823e-06,9.44891980572086e-06,5.025,0.686
MRPS21,1009.9718454862,-0.38235276186323,0.0803170629186103,4.76054213101255,1.9307362284857e-06,9.47529576378195e-06,5.023,-0.382
LUC7L3,2050.41231242287,-0.29661561745870196,0.0623356761601568,4.75836047236606,1.95171729816456e-06,9.576309467462391e-06,5.019,-0.297
SLC35E1,882.621249045556,-0.38173424609267803,0.0802300945822785,4.75799322037689,1.95527064108707e-06,9.59178841301472e-06,5.018,-0.382
NADK,918.009657691615,-0.38548519028402,0.081023781256677,4.75767958869795,1.95831010054356e-06,9.60474065211562e-06,5.018,-0.385
STK16,349.324241157666,-0.596202786220254,0.125336823699516,4.7568046534321,1.96681326360222e-06,9.64447946786153e-06,5.016,-0.596
ZFP92,53.2380803749057,-1.3792918247455799,0.28999996331060995,4.75617930774792,1.97291248357378e-06,9.67241649954206e-06,5.014,-1.379
IGFBP5,26.5300660371548,1.9638690240605199,0.41293627423190005,-4.75586463725789,1.9759884450943698e-06,9.68552331755156e-06,5.014,1.964
ZNF771,75.5924868035213,1.15078938379196,0.24212081267221802,-4.7529552337572,2.004647458141e-06,9.823997380405029e-06,5.008,1.151
MOGS,1390.38077061147,0.321748711933449,0.067699247302396,-4.7526187476837904,2.0079876515099497e-06,9.83836262892129e-06,5.007,0.322
CD38,16.6525911048319,2.23640655292323,0.47060472147993,-4.752197440540559,2.0121773755221803e-06,9.85688355248669e-06,5.006,2.236
RFC5,198.38983510877,-0.745583545864881,0.15690901906405302,4.75169337181643,2.0172011633639802e-06,9.87948186298884e-06,5.005,-0.746
RPL13A,24367.303059686,0.19263024914285898,0.0405424168675816,-4.7513262411568205,2.02086774257527e-06,9.89542523847091e-06,5.005,0.193
IL7R,102.88615624946699,1.08020257688624,0.227360865515994,-4.75104884226549,2.02364240468761e-06,9.906995634098309e-06,5.004,1.08
PI4KB,1731.76026030931,0.293735348869081,0.061831045363695,-4.75061269207574,2.02801236647204e-06,9.924684896270911e-06,5.003,0.294
C12orf66,103.656875467726,-1.0419722145250199,0.219334594169008,4.75060588810775,2.02808060988131e-06,9.924684896270911e-06,5.003,-1.042
CMBL,222.75027376836002,0.735739372823719,0.15499437422875698,-4.74687792047108,2.06580549892532e-06,1.01072411376862e-05,4.995,0.736
SAAL1,365.295683723264,-0.573305192032095,0.12078284980133198,4.74657778794828,2.06887181070904e-06,1.0120185710364099e-05,4.995,-0.573
RP4-569M23.2,186.72238107755797,0.7586490977178679,0.159872301366826,-4.745344198036871,2.08152078644237e-06,1.0179990480361e-05,4.992,0.759
RP11-115C21.2,37.643709881400596,-1.66497268121148,0.350870357424037,4.745264585572589,2.0823396627078998e-06,1.0181925820783901e-05,4.992,-1.665
ZFP30,194.108973508594,0.7971462766965508,0.16799438370963096,-4.745076943014809,2.08427093698346e-06,1.01892985139569e-05,4.992,0.797
AHSA1,1222.94685985101,-0.338747912249211,0.0714055877757814,4.74399725288871,2.0954169091603803e-06,1.02417066155225e-05,4.99,-0.339
